text,label,category,language
"Wells Fargo: Unusual sign-in detected from Russia. If this wasn't you, secure your account immediately: wf-fraud-center.net",phishing,bank_scam,en
Your Zelle transfer of $950 to MARK T. is processing. Not you? Cancel here: zelle-dispute.center,phishing,bank_scam,en
NETFLIX: Your payment failed. Update your billing info within 48h to keep watching: netflix-billing-update.com,phishing,subscription_scam,en
Apple ID: Your account has been disabled for security reasons. Restore access: appleid.apple.com.verify-session.info,phishing,account_scam,en
Your iCloud storage is full. Photos will be deleted in 48h. Get 50GB free: icloud-storage-renewal.com,phishing,account_scam,en
AMAZON: We could not authorize your recent payment. Your Prime benefits are paused. Re-verify: amzn-account-services.net,phishing,subscription_scam,en
"IRS: You have a pending tax refund of $1,482.00. Claim before Jun 30: irs-refund-portal.com",phishing,gov_scam,en
HMRC: You are owed a tax rebate of £278.44. Submit your claim: hmrc-rebate-gateway.uk,phishing,gov_scam,en
DMV FINAL WARNING: Your driver's license will be suspended due to an unpaid violation. Resolve now: dmv-citations-pay.com,phishing,gov_scam,en
"Grandma, I'm in trouble and need bail money. Please don't tell mom and dad. Send $800 via Zelle to this number ASAP.",phishing,family_emergency,en
Your WhatsApp account will be deactivated. Verify your number by forwarding the 6-digit code we just sent you.,phishing,otp_theft,en
"Congratulations! You've been selected for a remote position at Amazon. $450/day, no experience. Reply YES or join: t.me/amazonhiring882",phishing,job_scam,en
"Hello, I'm Linda from Indeed HR. We reviewed your resume and would like to offer flexible online work, 30 min/day, $200-500. Interested?",phishing,job_scam,en
Your Netflix subscription expired! Renew now for free 90 days promo (today only): netfIix-promo.com,phishing,subscription_scam,en
Account alert: unusual login attempt. Call our security desk immediately at +1 (888) 402-9917 to avoid permanent closure.,phishing,vishing_callback,en
"Your bank card has been deactivated. Call 1-833-228-4471 now to reactivate. Do NOT visit a branch, lines are long.",phishing,vishing_callback,en
"PayPal: You sent $499.99 to GeekTech Store. If you did not authorize this, call +1-805-410-2291 within 24 hrs.",phishing,vishing_callback,en
"Geek Squad: Your $389.99 annual plan auto-renews today. To cancel, call +1 (818) 290-7714 immediately.",phishing,vishing_callback,en
Verify your Microsoft 365 work account to avoid mailbox suspension: microsoft365-auth.login-portal.live,phishing,account_scam,en
Your student loan forgiveness application is PRE-APPROVED. Complete enrollment before funds run out: studentaid-relief.org-apply.com,phishing,gov_scam,en
"FREE MONEY: Government stimulus of $1,400 available for you. Check eligibility: federal-benefits-check.com",phishing,gov_scam,en
"Your electricity will be disconnected TODAY at 1 PM due to non-payment. Avoid disconnection, pay now: poweraccount-billing.com or call 877-330-1196",phishing,utility_scam,en
"Hi, I'm selling my late husband's Rolex collection cheap, saw your number in a collectors group. Interested? WhatsApp me: +44 7911 028841",phishing,advance_fee,en
You have (1) unclaimed reward worth $500 from your mobile carrier. Expires tonight: verizon-loyalty-rewards.net,phishing,reward_scam,en
"С вашей карты Сбербанка списано 14 500 ₽. Если это не вы, срочно перейдите: sberbank-otmena.ru",phishing,bank_scam,ru
Ваш аккаунт Госуслуги заблокирован. Подтвердите личность: gosuslugi-id-verify.ru,phishing,gov_scam,ru
BBVA: Su cuenta ha sido bloqueada temporalmente. Verifique su identidad aquí: bbva-clientes-seguridad.com,phishing,bank_scam,es
"BANORTE: Detectamos un cargo de $8,450 MXN. Si no lo reconoce, cancele aquí: banorte-aclaraciones.mx-portal.com",phishing,bank_scam,es
"Impots.gouv: Vous avez droit à un remboursement de 184,50 €. Confirmez vos coordonnées bancaires: impots-remboursement.fr-gouv.info",phishing,gov_scam,fr
Crit'Air: Votre vignette n'est plus valide. Commandez la nouvelle sous 48h pour éviter une amende de 135 €: vignette-critair.info,phishing,gov_scam,fr
"Maman c'est moi, j'ai cassé mon téléphone. Envoie-moi un message sur WhatsApp au 07 56 89 21 03, c'est urgent",phishing,family_emergency,fr
"Ihr Paket konnte nicht zugestellt werden. Zollgebühr von 1,99 € erforderlich: dhl-zollservice.de-paket.info",phishing,delivery_scam,de
"Sparkasse: Ihr pushTAN-Verfahren läuft ab. Registrieren Sie sich neu, um Sperrung zu vermeiden: sparkasse-pushtan-aktivierung.de",phishing,bank_scam,de
تنبيه من البنك الأهلي: تم إيقاف بطاقتك مؤقتاً. للتفعيل اضغط الرابط: alahli-verify.com,phishing,bank_scam,ar
عزيزي العميل، لديك شحنة معلقة في الجمارك. ادفع رسوم 10 ريال للإفراج عنها: aramex-sa.delivery-fee.com,phishing,delivery_scam,ar
مبروك! ربحت 5000 ريال من مسابقة STC. اضغط هنا لاستلام الجائزة: stc-prizes.win,phishing,reward_scam,ar
בנק הפועלים: חשבונך הוגבל עקב פעילות חריגה. אמת את פרטיך כאן: bankhapoalim-verify.co,phishing,bank_scam,he
Seu CPF foi negativado no Serasa. Regularize com 90% de desconto hoje: serasa-limpanome.net,phishing,gov_scam,pt
Banco do Brasil: sua conta será bloqueada. Atualize seus dados: bb-atualizacao.com-cliente.net,phishing,bank_scam,pt
BRI Info: Rekening Anda akan diblokir. Segera verifikasi data Anda di: bri-verifikasi.id-online.com,phishing,bank_scam,id
Selamat! Anda memenangkan hadiah 50 juta dari Shopee. Klaim sekarang: shopee-pemenang.info,phishing,reward_scam,id
Ziraat Bankası: Hesabınız askıya alındı. Kimliğinizi doğrulayın: ziraat-musteri-dogrulama.com,phishing,bank_scam,tr
"PTT Kargo: Paketiniz gümrükte bekliyor. 19,90 TL ödeme yapın: ptt-kargo-odeme.net",phishing,delivery_scam,tr
【日本郵便】お客様の荷物を保管中です。住所を確認してください: jppost-saihaitatsu.com,phishing,delivery_scam,ja
【三井住友銀行】お取引を一時制限しました。本人確認はこちら: smbc-honnin-kakunin.com,phishing,bank_scam,ja
您的银行卡已被冻结，请立即验证身份：icbc-verify.cn-bank.com,phishing,bank_scam,zh
【顺丰速运】您的包裹因地址不详被扣留，请24小时内确认：sf-express-check.com,phishing,delivery_scam,zh
SBI Alert: Your YONO account will be suspended today. Update PAN card immediately: sbi-yono-kyc.in-update.com,phishing,bank_scam,en-in
Aapka Paytm KYC expire ho gaya hai. Turant update karein warna account band ho jayega: paytm-kyc-update.in,phishing,bank_scam,hi-latn
Congratulations! Aapne KBC lottery mein 25 lakh jeeta hai. WhatsApp karein: +92 300 1234567,phishing,reward_scam,hi-latn
Ch@se Bank: Y0ur acc0unt has been l0cked. Verify n0w at chase-secure.c0m-login.net,phishing,obfuscation_leet,en
URGENT: Your РayРal account is limited. Restore access: paypal.com.restore-limited.app,phishing,obfuscation_homoglyph,en
"Yоur Аpple ID was used tо sign in оn a new device. If this wasn't yоu, verify here: apple-id-check.com",phishing,obfuscation_homoglyph,en
B A N K  A L E R T : your card is suspended. call 8 8 8 4 0 2 1 1 7 6 to re-activate,phishing,obfuscation_spacing,en
Your package needs a fee. visit: bit{dot}ly{slash}pkg-fee-2291,phishing,obfuscation_url,en
​Your​ ​account​ ​is​ ​suspended.​ ​Verify:​ ​secure-bankportal.com​,phishing,obfuscation_zerowidth,en
Dear customer your ATM card is block today plz call customer care 06203491172 and re-activate your card thank you,phishing,low_quality_scam,en
your video is upload on porn site. i have all your contacts. pay 500$ btc to this wallet or i send to all: bc1q3x8...,phishing,extortion,en
"Final reminder: your Wells Fargo rewards points (48,210 pts = $482) expire tonight. Redeem: wellsfargo-rewards.us",phishing,reward_scam,en
Hi this is Sarah from HR. We're updating payroll systems. Please confirm your bank details before Friday's run: payroll-update-portal.com,phishing,bec_style,en
"WIN BIG! 🎰 Mega Jackpot Casino - 200 FREE spins, no deposit! Play now: luckyspin-casino.bet 18+",spam,gambling,en
HOT SINGLES in your area want to meet YOU! 😘 Click here: meetlocals-tonight.com Reply STOP to end,spam,adult,en
Lose 15 lbs in 2 weeks with this 1 weird trick doctors HATE! Order your free trial: slimfast-miracle.shop,spam,health,en
"FLASH SALE 🔥 80% OFF designer sunglasses! Ray-Ban, Oakley & more. Today only: shades-outlet.deals",spam,retail_promo,en
Your car warranty is about to EXPIRE. Act now to extend coverage before it's too late. Call 800-555-0148,spam,warranty,en
🚀 $PEPE2 is about to 100x! Join our VIP signals group before launch: t.me/cryptomoonshots99,spam,crypto_promo,en
Vote for Johnson on June 14! He'll cut your taxes and fix our roads. Paid for by Johnson4Senate. Reply STOP to opt out,spam,political,en
Last chance! Your exclusive 50% discount on SuperVPN expires at midnight. Upgrade now: supervpn-deal.com,spam,retail_promo,en
Congratulations you qualify for solar panels at NO COST to you! Your zip code was selected. Claim: gosolar-freequote.net,spam,home_services,en
Sexy new photos posted 🔞 check my profile b4 they're deleted! onlyfanss-girl.fun,spam,adult,en
Buy 1 get 2 FREE on all CBD gummies! Pain relief guaranteed or money back: cbd-wellness.shop,spam,health,en
⚡ELECTRICITY TOO HIGH? Cut your bill by 40% with this device the power companies don't want you to know about: voltsaver.pro,spam,scammy_product,en
GANA DINERO desde casa! Hasta 800€/semana sin experiencia. Únete ya: trabajodesdecasa-ya.com,spam,mlm,es
"¡OFERTA! Viagra genérico 80% descuento, envío discreto 24h: farmacia-online24.shop",spam,health,es
PROMO! Pulsa 100GB hanya 25rb! Beli sekarang di: promo-kuota-murah.net,spam,retail_promo,id
"Crédit rapide sans justificatif, jusqu'à 10 000 € en 24h. Demandez ici: credit-express.fr-demande.net",spam,loan,fr
Раздача! 1000 рублей каждому новому игроку казино VULKAN: vulkan-bonus.bet,spam,gambling,ru
خصم 70% على جميع العطور الفاخرة! تسوق الآن: perfumes-sale.shop,spam,retail_promo,ar
"מבצע! ביטוח רכב ב-50% הנחה, הצעת מחיר תוך דקה: bituach-zol.co.il",spam,insurance_promo,he
网赚兼职日入500元，无需经验，加微信：zq88932,spam,mlm,zh
在宅ワークで月50万円！スマホだけでOK。今すぐ登録: easy-money-jp.net,spam,mlm,ja
"Künye! Bahis sitemize üye ol, 500 TL deneme bonusu kap: superbahis-bonus.bet",spam,gambling,tr
Apna weight ghatao bina diet ke! Ayurvedic capsule sirf 999 mein. Order karo: slimherbal.shop,spam,health,hi-latn
