text,label,category,language
"BANORTE: Detectamos un cargo de $8,450 MXN. Si no lo reconoce, cancele aquí: banorte-aclaraciones.mx-portal.com",phishing,bank_scam,es
Crit'Air: Votre vignette n'est plus valide. Commandez la nouvelle sous 48h pour éviter une amende de 135 €: vignette-critair.info,phishing,gov_scam,fr
"Sparkasse: Ihr pushTAN-Verfahren läuft ab. Registrieren Sie sich neu, um Sperrung zu vermeiden: sparkasse-pushtan-aktivierung.de",phishing,bank_scam,de
تنبيه من البنك الأهلي: تم إيقاف بطاقتك مؤقتاً. للتفعيل اضغط الرابط: alahli-verify.com,phishing,bank_scam,ar
مبروك! ربحت 5000 ريال من مسابقة STC. اضغط هنا لاستلام الجائزة: stc-prizes.win,phishing,reward_scam,ar
Seu CPF foi negativado no Serasa. Regularize com 90% de desconto hoje: serasa-limpanome.net,phishing,gov_scam,pt
Selamat! Anda memenangkan hadiah 50 juta dari Shopee. Klaim sekarang: shopee-pemenang.info,phishing,reward_scam,id
【日本郵便】お客様の荷物を保管中です。住所を確認してください: jppost-saihaitatsu.com,phishing,delivery_scam,ja
【顺丰速运】您的包裹因地址不详被扣留，请24小时内确认：sf-express-check.com,phishing,delivery_scam,zh
SBI Alert: Your YONO account will be suspended today. Update PAN card immediately: sbi-yono-kyc.in-update.com,phishing,bank_scam,en-in
Aapka Paytm KYC expire ho gaya hai. Turant update karein warna account band ho jayega: paytm-kyc-update.in,phishing,bank_scam,hi-latn
Congratulations! Aapne KBC lottery mein 25 lakh jeeta hai. WhatsApp karein: +92 300 1234567,phishing,reward_scam,hi-latn
"Yоur Аpple ID was used tо sign in оn a new device. If this wasn't yоu, verify here: apple-id-check.com",phishing,obfuscation_homoglyph,en
​Your​ ​account​ ​is​ ​suspended.​ ​Verify:​ ​secure-bankportal.com​,phishing,obfuscation_zerowidth,en
Dear customer your ATM card is block today plz call customer care 06203491172 and re-activate your card thank you,phishing,low_quality_scam,en
your video is upload on porn site. i have all your contacts. pay 500$ btc to this wallet or i send to all: bc1q3x8...,phishing,extortion,en
"Final reminder: your Wells Fargo rewards points (48,210 pts = $482) expire tonight. Redeem: wellsfargo-rewards.us",phishing,reward_scam,en
HOT SINGLES in your area want to meet YOU! 😘 Click here: meetlocals-tonight.com Reply STOP to end,spam,adult,en
"FLASH SALE 🔥 80% OFF designer sunglasses! Ray-Ban, Oakley & more. Today only: shades-outlet.deals",spam,retail_promo,en
Your car warranty is about to EXPIRE. Act now to extend coverage before it's too late. Call 800-555-0148,spam,warranty,en
🚀 $PEPE2 is about to 100x! Join our VIP signals group before launch: t.me/cryptomoonshots99,spam,crypto_promo,en
Vote for Johnson on June 14! He'll cut your taxes and fix our roads. Paid for by Johnson4Senate. Reply STOP to opt out,spam,political,en
Last chance! Your exclusive 50% discount on SuperVPN expires at midnight. Upgrade now: supervpn-deal.com,spam,retail_promo,en
Congratulations you qualify for solar panels at NO COST to you! Your zip code was selected. Claim: gosolar-freequote.net,spam,home_services,en
Sexy new photos posted 🔞 check my profile b4 they're deleted! onlyfanss-girl.fun,spam,adult,en
Buy 1 get 2 FREE on all CBD gummies! Pain relief guaranteed or money back: cbd-wellness.shop,spam,health,en
⚡ELECTRICITY TOO HIGH? Cut your bill by 40% with this device the power companies don't want you to know about: voltsaver.pro,spam,scammy_product,en
"¡OFERTA! Viagra genérico 80% descuento, envío discreto 24h: farmacia-online24.shop",spam,health,es
PROMO! Pulsa 100GB hanya 25rb! Beli sekarang di: promo-kuota-murah.net,spam,retail_promo,id
خصم 70% على جميع العطور الفاخرة! تسوق الآن: perfumes-sale.shop,spam,retail_promo,ar
"מבצע! ביטוח רכב ב-50% הנחה, הצעת מחיר תוך דקה: bituach-zol.co.il",spam,insurance_promo,he
