text,label
"Hoi, zien we elkaar morgen om 15 uur voor koffie? Neem dat boek mee",ham
"BBVA: Se usó su tarjeta por 1,99 € en un comercio. Responda SÍ si fue usted, NO si no.",ham
Je Uber verificatiecode is 459131. Deel deze met niemand.,ham
UITVERKOOP 80% korting alleen vandaag! Shop nu: https://rb.gy/a95844,spam
【佐川急便】お荷物161726567090を本日お届けしました。,ham
"Agencia Tributaria: Tiene un reembolso pendiente de 1,99 €. Reclámelo: portal-login.vip",phishing
Aapka Uber verification code hai 8568. Kisi ke saath share na karein.,ham
Poste Italiane: Il tuo pacco 873933443819 è stato consegnato oggi.,ham
【中国邮政】您的包裹369085753990已于今日送达。,ham
Je ING verificatiecode is 6457. Deel deze met niemand.,ham
Y0ur p@ck@g3 n33d$ @ f33. P@y @t http$://t1nyurl.c0m/w568737,phishing
Correos: Su paquete 2607992631 fue entregado hoy a las 14:14.,ham
"DHL: Ihr Paket konnte nicht zugestellt werden. Zollgebühr 9,90 €: billing-login.live",phishing
מבצע! 70% הנחה היום בלבד! לרכישה: https://bit.ly/s63543,spam
PROMO! -70% sur tout aujourd'hui seulement. Achetez: https://rb.gy/g42637,spam
"DHL: Ihr Paket konnte nicht zugestellt werden. Zollgebühr 1,99 €: account-pay.vip",phishing
Lose 15 lbs in 2 weeks with this 1 weird trick doctors HATE! Free trial: https://is.gd/f926667,spam
Lose 15 lbs in 2 weeks with this 1 weird trick doctors HATE! Free trial: https://tinyurl.com/q374451,spam
"WIN BIG! Mega Jackpot Casino - 200 FREE spins, no deposit! Play: https://is.gd/w80976 18+",spam
"¡Pierde 10 kilos en 2 semanas! Producto natural, prueba gratis: https://rb.gy/b38734",spam
"PayPal: You sent 1.99 دولار to GeekTech Store. If you did not authorize this, call 07 19 62 27 25 within 24 hrs.",phishing
FINAL NOTICE: Unpaid toll of ¥49.90. Pay now to avoid a late fee and license suspension: verify.pay.xyz,phishing
"Coinbase: Withdrawal of 0.45 BTC initiated. If this wasn't you, cancel immediately: id-check-service.top",phishing
"みずほ銀行: Your card was used for ¥14,800 at WALMART #2891. Reply YES if this was you, NO if not.",ham
"Amazon Logistics: Your parcel is held pending a $1,482.00 customs fee. Pay within 24h or it returns to sender: update.service.xyz",phishing
IRS: You have a pending tax refund of Rp 1.482.000. Claim before the deadline: id-check-service-pay.online,phishing
"Er is € 1,99 afgeschreven. Niet herkend? Bel direct +1 (819) 419-6446.",phishing
بنك مصر: تم إيقاف حسابك مؤقتاً. تحقق من هويتك الآن: id-check-client.info,phishing
Amazon doğrulama kodunuz 716540. Kimseyle paylaşmayın.,ham
מבצע! 80% הנחה היום בלבד! לרכישה: https://is.gd/p2642,spam
"Bahis sitemize üye ol, 1.482 TL deneme bonusu kap: https://t.ly/w726188",spam
"AVISO: Peaje pendiente de 1,99 €. Pague ahora para evitar recargos: account-pay-pay.online",phishing
"Need cash fast? Get up to $5,000 deposited TODAY. Bad credit OK! Apply: https://bit.ly/k77884",spam
"ULTIMO AVVISO: Pedaggio non pagato di 499,99 €. Paga ora: update.login-login.app",phishing
"Nubank: Seu cartão foi usado em R$ 1.482,00. Responda SIM se foi você, NÃO caso contrário.",ham
Santander: Su cuenta ha sido bloqueada por seguridad. Verifique su identidad: portal-pay.top,phishing
Earn $3000/week working from home! No experience needed. Limited spots: https://cutt.ly/z0657,spam
"Bahis sitemize üye ol, 499 TL deneme bonusu kap: https://is.gd/c1498",spam
JNE: Paket Anda tertahan di bea cukai. Bayar Rp 1.482.000: portal-login.xyz,phishing
Votre code de vérification Google est 0693. Ne le partagez avec personne.,ham
200 Freispiele ohne Einzahlung im Jackpot Casino! Jetzt spielen: https://shorturl.at/c8625,spam
Y o u r p a c k a g e n e e d s a f e e . P a y a t h t t p s : / / i s . g d / k 8 6 2 7 3 6,phishing
"Er is € 184,50 afgeschreven. Niet herkend? Bel direct 1-887-924-7249.",phishing
Banorte: Su cuenta ha sido bloqueada por seguridad. Verifique su identidad: billing.client-pay.online,phishing
Your MetaMask wallet will be suspended. Validate your seed phrase to keep access: portal.pay.top,phishing
DPD: Ihr Paket 992175196526 wurde heute zugestellt.,ham
"Deutsche Bank: Ihre Karte wurde für 184,50 € verwendet. Antworten Sie JA wenn das Sie waren, sonst NEIN.",ham
Your MetaMask wallet will be suspended. Validate your seed phrase to keep access: restore-pay-login.app,phishing
Y0ur p@ck@g3 n33d$ @ f33. P@y @t http$://cutt.ly/u957652,phishing
"LCL: Votre carte a été utilisée pour 1,99 €. Répondez OUI si c'est vous, NON sinon.",ham
"Need cash fast? Get up to $5,000 deposited TODAY. Bad credit OK! Apply: https://t.ly/v6911",spam
您的WhatsApp验证码是579260，请勿告诉他人。,ham
DPD: Ваша посылка 306455642024 доставлена сегодня.,ham
Votre code de vérification Microsoft est 684258. Ne le partagez avec personne.,ham
UITVERKOOP 70% korting alleen vandaag! Shop nu: https://tinyurl.com/y0078,spam
PROMO! -50% sur tout aujourd'hui seulement. Achetez: https://t.ly/h773679,spam
Earn $3000/week working from home! No experience needed. Limited spots: https://cutt.ly/m8871,spam
"Agencia Tributaria: Tiene un reembolso pendiente de 1,99 €. Reclámelo: id-check.login.cn-bank.com",phishing
"Geek Squad: Your ¥49.90 annual plan auto-renews today. To cancel, call 1-814-318-1828 immediately.",phishing
"بنك الرياض: Your card was used for 500 ريال at WALMART #2891. Reply YES if this was you, NO if not.",ham
"ICICI: Aapke card se ₹99 ka transaction hua. Reply YES agar aapne kiya, NO agar nahi.",ham
Aapka Google verification code hai 0996. Kisi ke saath share na karein.,ham
¿Necesitas dinero? Hasta 5.000€ hoy mismo. Sin aval. Solicita: https://cutt.ly/h58982,spam
HSBC Al3rt: Y0ur @cc0unt h@$ b33n l0ck3d. V3r1fy n0w @t b1ll1ng-$3rv1c3.v1p,phishing
FLASH SALE 80% Rabatt nur heute! Jetzt kaufen: https://is.gd/f7043,spam
"建设银行: Your card was used for ¥49.90 at WALMART #2891. Reply YES if this was you, NO if not.",ham
"Need cash fast? Get up to $5,000 deposited TODAY. Bad credit OK! Apply: https://cutt.ly/x28647",spam
Intesa Sanpaolo: Il tuo conto è stato bloccato. Verifica la tua identità: sicurezza-pay-login.app,phishing
"J&T: Paket Anda 2973060478 telah dikirim, tiba besok.",ham
Kode verifikasi Microsoft Anda adalah 4764. Jangan berikan kepada siapa pun.,ham
خصم 70% على منتجات التخسيس! اطلب الآن: https://bit.ly/z563594,spam
"FINAL NOTICE: Unpaid toll of ¥1,482. Pay now to avoid a late fee and license suspension: portal-login-verify.net",phishing
Lose 15 lbs in 2 weeks with this 1 weird trick doctors HATE! Free trial: https://is.gd/q43626,spam
"Agenzia Entrate: Hai diritto a un rimborso di 499,99 €. Conferma i tuoi dati: rimborso.client.xyz",phishing
"IRS: You have a pending tax refund of ¥4,990. Claim before the deadline: account.service.vip",phishing
"Coinbase: Withdrawal of 0.45 BTC initiated. If this wasn't you, cancel immediately: portal-login.vip",phishing
UniCredit: Il tuo conto è stato bloccato. Verifica la tua identità: account.pay-billing.net,phishing
"Hi, this is HR. We're updating payroll. Please confirm your bank account details before Friday's run: update-login.xyz",phishing
Blue Dart: Aapka parcel customs mein ruka hai. ₹499 pay karein: delivery-pay.info,phishing
Your bank card has been deactivated. Call 06 93 50 83 37 now to reactivate. Do NOT visit a branch.,phishing
200 Freispiele ohne Einzahlung im Jackpot Casino! Jetzt spielen: https://bit.ly/c15451,spam
"Impots.gouv: Vous avez droit à un remboursement de 184,50 €. Confirmez vos coordonnées: update.client-login.app",phishing
بنك مصر: تم إيقاف حسابك مؤقتاً. تحقق من هويتك الآن: portal.service-login.app,phishing
Your electricity bill of $1.99 is due Jun 21. Pay in the app or at your provider's website to avoid late fees.,ham
Your MetaMask wallet will be suspended. Validate your seed phrase to keep access: billing.service-secure.com,phishing
【みずほ銀行】お取引を一時制限しました。本人確認はこちら: billing-pay-verify.net,phishing
C​i​t​i​b​a​n​k​ ​A​l​e​r​t​:​ ​Y​o​u​r​ ​a​c​c​o​u​n​t​ ​h​a​s​ ​b​e​e​n​ ​l​o​c​k​e​d​.​ ​V​e​r​i​f​y​ ​n​o​w​ ​a​t​ ​p​o​r​t​a​l​-​s​e​r​v​i​c​e​-​b​i​l​l​i​n​g​.​n​e​t,phishing
Kode verifikasi Amazon Anda adalah 4027. Jangan berikan kepada siapa pun.,ham
【みずほ銀行】お取引を一時制限しました。本人確認はこちら: kakunin.login-verify.net,phishing
Earn $3000/week working from home! No experience needed. Limited spots: https://shorturl.at/n74150,spam
"Pos Indonesia: Paket Anda 492842014707 telah dikirim, tiba besok.",ham
"Turant loan chahiye? Aaj hi 50,000 tak. Bina document. Apply: https://t.ly/u7210",spam
Уоur card іs suspendеd. Саll 888-402-1176 to re-activаte.,phishing
DHL: Je pakket 3217459427 is vandaag bezorgd.,ham
"WIN BIG! Mega Jackpot Casino - 200 FREE spins, no deposit! Play: https://is.gd/c83728 18+",spam
Earn $3000/week working from home! No experience needed. Limited spots: https://bit.ly/g99017,spam
在宅ワークで月50万円！スマホだけでOK。登録: https://tinyurl.com/x635304,spam
"Bank of America: A new device signed in to your account. If this was you, no action needed.",ham
"DPD: Uw pakket wacht op een douanekosten van € 12,90: billing.login.xyz",phishing
