text,label
Terima kasih atas bantuan yang diberikan,ham
Kode verifikasi: 123456 untuk aktivasi akun,spam
Hubungi 0800123456 untuk info lebih lanjut,spam
"when lg beli paket Flash mulai 1,3GB di MyTelkomsel dpt Extra PULSA Rp 50rb? Utk pembelian pertama sjk 25Aug - 25Sept. Cek detail paket di tsel.me/mytsel1",spam
Klik link berikut untuk klaim hadiah: bit.ly/abc123,spam
Transfer ke rekening CIMB a/n Ahmad No. Rek 1234567890,spam
Promo spesial: Diskon 30% untuk smartphone,spam
Selamat hari raya untukmu,ham
Pesan resmi dari XL: Anda menang hadiah,spam
Selamat tahun baru untukmu,ham
Kode verifikasi: 987RTY untuk verifikasi identitas,spam
Bonus pulsa 100000 untuk pengisian minimal Rp{min_amount},spam
Apakah kamu berbicara besok?,ham
Apakah kamu bermain besok?,ham
Apakah kamu bermain besok?,ham
Kapan kita bisa bekerja bersama?,ham
"Halo, selamat siang hari ini",ham
Kode verifikasi: ABCDEF untuk konfirmasi transfer,spam
Terima kasih atas informasi yang diberikan,ham
"Saya sedang di sekolah, cuacanya cerah",ham
Bonus pulsa 1000000 untuk pengisian minimal Rp{min_amount},spam
Selamat hari raya untukmu,ham
SELAMAT! Nomor Anda mendapat reward Rp100000 dari Telkomsel,spam
"HARI INI Freedom Combo XL Rp89rb (normal Rp149rb). DOUBLE kuota 5GB+5GB(4G)+ PROMO 10GB(4G), UNLIMITED nelp & SMS ke Indosat Ooredoo. Ketik FREEDOM XL ke 363",spam
"persiapkan dengan dokumen draftnya diambil di ruang saya, slide presentasi tuk pengujian..",ham
Kapan kita bisa makan bersama?,ham
"Halo, selamat siang hari ini",ham
Transfer ke rekening CIMB a/n Rina No. Rek 5555666677,spam
Bagaimana kabarmu? Semoga selalu bahagia,ham
"Saya sedang di rumah, cuacanya cerah",ham
Promo spesial: Diskon 20% untuk pulsa,spam
Terima kasih atas hadiah yang diberikan,ham
Saya sedang belajar sekarang,ham
Kode verifikasi: 456QWE untuk verifikasi identitas,spam
"Halo, selamat malam hari ini",ham
Merdeka Hot Sale 45%! Kuota 5GB 30Hari(Rp125rb) CUMA Rp68rb penawaran terbatas! Cek SEKARANG di *111*1# .D966,spam
Promo spesial: Diskon 70% untuk pulsa,spam
Kapan kita bisa bekerja bersama?,ham
nama1 maapin baru buka line,ham
Klik link berikut untuk klaim hadiah: short.link/ghi789,spam
Sampai jumpa di sekolah nanti,ham
Bonus pulsa 50000 untuk pengisian minimal Rp{min_amount},spam
Maaf saya tidak bisa bekerja hari ini,ham
Selamat tahun baru untukmu,ham
Promo spesial: Diskon 50% untuk laptop,spam
Kode verifikasi: 987RTY untuk verifikasi identitas,spam
PIN Anda: A1B2C3 untuk cek hadiah Bank BCA,spam
Promo spesial: Diskon 30% untuk laptop,spam
Maaf saya tidak bisa makan hari ini,ham
"Saya sedang di restoran, cuacanya mendung",ham
Bagaimana kabarmu? Semoga selalu bahagia,ham
Selamat hari raya untukmu,ham
Hubungi 021-1234567 untuk info lebih lanjut,spam
Kode verifikasi: 456QWE untuk konfirmasi transfer,spam
PIN Anda: A1B2C3 untuk cek hadiah Indosat,spam
Terima kasih atas bantuan yang diberikan,ham
Kode verifikasi: 789XYZ untuk aktivasi akun,spam
Maaf saya tidak bisa belajar hari ini,ham
Kode verifikasi: 456QWE untuk verifikasi identitas,spam
"Halo, apa kabar hari ini",ham
Saya sedang bermain sekarang,ham
Bonus pulsa 100000 untuk pengisian minimal Rp{min_amount},spam
Saya sedang berjalan sekarang,ham
Saya sedang belajar sekarang,ham
Kode verifikasi: 456QWE untuk aktivasi akun,spam
Hubungi 0800123456 untuk info lebih lanjut,spam
Sampai jumpa di restoran nanti,ham
Kapan kita bisa bermain bersama?,ham
Promo spesial: Diskon 10% untuk laptop,spam
Bagaimana kabarmu? Semoga dalam keadaan sehat,ham
Apakah kamu bekerja besok?,ham
Apakah kamu berbicara besok?,ham
Bonus pulsa 1000000 untuk pengisian minimal Rp{min_amount},spam
Hubungi 021-1234567 untuk info lebih lanjut,spam
Promo spesial: Diskon 70% untuk pulsa,spam
PIN Anda: A1B2C3 untuk cek hadiah Bank BRI,spam
Saya sedang berjalan sekarang,ham
Promo spesial: Diskon 70% untuk laptop,spam
Bonus pulsa 500000 untuk pengisian minimal Rp{min_amount},spam
Maaf saya tidak bisa berbicara hari ini,ham
Kapan kita bisa belajar bersama?,ham
Sampai jumpa di rumah nanti,ham
Promo spesial: Diskon 50% untuk smartphone,spam
Bagaimana kabarmu? Semoga baik-baik saja,ham
Selamat lebaran untukmu,ham
Selamat ulang tahun untukmu,ham
Terima kasih atas hadiah yang diberikan,ham
Pesan resmi dari Bank BCA: Anda menang doorprize,spam
Saya sedang bekerja sekarang,ham
Bagaimana kabarmu? Semoga baik-baik saja,ham
Sampai jumpa di sekolah nanti,ham
Bonus pulsa 100000 untuk pengisian minimal Rp{min_amount},spam
Pesan resmi dari Indosat: Anda menang bonus,spam
Maaf saya tidak bisa bermain hari ini,ham
Saya sedang berbicara sekarang,ham
Promo spesial: Diskon 10% untuk laptop,spam
"Jangan di agendain, suka ga jadi wkwkwk",ham
Transfer ke rekening BNI a/n Siti No. Rek 9876543210,spam
SELAMAT! Nomor Anda mendapat hadiah Rp250000 dari Bank BRI,spam
SELAMAT! Nomor Anda mendapat reward Rp250000 dari XL,spam
Terima kasih atas surat yang diberikan,ham
PIN Anda: X9Y8Z7 untuk cek hadiah Bank BCA,spam
Selamat lebaran untukmu,ham
Hubungi 021-1234567 untuk info lebih lanjut,spam
Kapan kita bisa belajar bersama?,ham
Apakah kamu belajar besok?,ham
Selamat ulang tahun untukmu,ham
Hubungi 08123456789 untuk info lebih lanjut,spam
Promo spesial: Diskon 50% untuk smartphone,spam
Terima kasih atas peringatan yang diberikan,ham
Terima kasih atas bantuan yang diberikan,ham
Terima kasih atas surat yang diberikan,ham
Kapan kita bisa makan bersama?,ham
PIN Anda: A1B2C3 untuk cek hadiah Bank BRI,spam
Saya sedang makan sekarang,ham
Pesan resmi dari Tri: Anda menang reward,spam
Promo spesial: Diskon 70% untuk paket data,spam
Maaf saya tidak bisa makan hari ini,ham
Apakah kamu bermain besok?,ham
Klik link berikut untuk klaim hadiah: short.link/ghi789,spam
"Saya sedang di bandara, cuacanya mendung",ham
PIN Anda: X9Y8Z7 untuk cek hadiah Indosat,spam
"Halo, apa kabar hari ini",ham
"Saya sedang di rumah, cuacanya cerah",ham
Klik link berikut untuk klaim hadiah: tinyurl.com/def456,spam
Kapan kita bisa berjalan bersama?,ham
Transfer ke rekening BRI a/n Siti No. Rek 1234567890,spam
Pesan resmi dari XL: Anda menang prize,spam
SELAMAT! Nomor Anda mendapat prize Rp100000 dari Telkomsel,spam
Aduh aku ge ini pusing yg mau lamaran siapa yg nyari2 kebutuhan siapa,ham
Bagaimana kabarmu? Semoga baik-baik saja,ham
Kode verifikasi: 789XYZ untuk aktivasi akun,spam
Transfer ke rekening BCA a/n Budi No. Rek 9876543210,spam
Transfer ke rekening CIMB a/n Rina No. Rek 1234567890,spam
SELAMAT! Nomor Anda mendapat hadiah Rp500000 dari Bank BRI,spam
"Halo, selamat malam hari ini",ham
Bonus pulsa 50000 untuk pengisian minimal Rp{min_amount},spam
Saya sedang bekerja sekarang,ham
Sampai jumpa di restoran nanti,ham
Kode verifikasi: ABCDEF untuk konfirmasi transfer,spam
Promo spesial: Diskon 20% untuk paket data,spam
Apakah kamu bekerja besok?,ham
Maaf saya tidak bisa belajar hari ini,ham
Kapan kita bisa bermain bersama?,ham
"Jangan sampai kalah Bro, games mu bisa terbantu dengan menambah koinmu, beli aja pakai pulsa, cek caranya di http://tsel.me/jajanonline",spam
Sampai jumpa di rumah nanti,ham
Promo spesial: Diskon 70% untuk smartphone,spam
Apakah kamu berbicara besok?,ham
Pesan resmi dari Tri: Anda menang reward,spam
SELAMAT! Nomor Anda mendapat prize Rp100000 dari XL,spam
Kapan kita bisa berjalan bersama?,ham
Sampai jumpa di bandara nanti,ham
"Saya sedang di kantor, cuacanya panas",ham
Apakah kamu bekerja besok?,ham
Klik link berikut untuk klaim hadiah: bit.ly/abc123,spam
Bonus pulsa 1000000 untuk pengisian minimal Rp{min_amount},spam
"Halo, apa kabar hari ini",ham
Kapan kita bisa berbicara bersama?,ham
Bagaimana kabarmu? Semoga dalam keadaan sehat,ham
SELAMAT! Nomor Anda mendapat reward Rp500000 dari Indosat,spam
Kalo udah ad progres besok aja jam 2an kesini..,ham
Kapan kita bisa berbicara bersama?,ham
Kapan kita bisa belajar bersama?,ham
maafkan kami sdah menghubungi tpi tdak tersambung No.Anda resmi meraih hadiah ke-2 dari PT.M-KIOS pin;M248K81 u/info hadiah klik; www.hadiah-mkios17.blogspot.com,spam
Kode verifikasi: 789XYZ untuk konfirmasi transfer,spam
Kapan kita bisa bermain bersama?,ham
Bagaimana kabarmu? Semoga baik-baik saja,ham
Apakah kamu berjalan besok?,ham
Bonus pulsa 100000 untuk pengisian minimal Rp{min_amount},spam
Yg sebelah warteg bahri apa sebrangnya? Yg 15,ham
Apakah kamu makan besok?,ham
wisudaan kan hari jumat,ham
SELAMAT! Nomor Anda mendapat doorprize Rp250000 dari Telkomsel,spam
Saya sedang bekerja sekarang,ham
Promo spesial: Diskon 70% untuk laptop,spam
"Halo, selamat malam hari ini",ham
Pesan resmi dari Indosat: Anda menang hadiah,spam
Kode verifikasi: 987RTY untuk aktivasi akun,spam
Saya sedang makan sekarang,ham
Promo spesial: Diskon 20% untuk smartphone,spam
Maaf saya tidak bisa belajar hari ini,ham
SELAMAT! Nomor Anda mendapat hadiah Rp500000 dari Smartfren,spam
Pelanggan Yth: Selamat! No.SimCard anda 081571xxx resmi menang undian POIN plus-plus Edisi th2014 Pin anda:er56d7 U/info klik: www.hadiah-poin.blogspot.com,spam
Selamat natal untukmu,ham
"SLMT!-No Anda M-dpt 1-unit Mobil all New AVANZA,Dari TELKOMSELpoin PIN_pmenan anda b89c7h9)U/info Lengkap kunjungi: www.telkomselpoin-777.pusku.com",spam
Apakah kamu berbicara besok?,ham
Selamat ulang tahun untukmu,ham
Terima kasih atas peringatan yang diberikan,ham
Kapan kita bisa berbicara bersama?,ham
"Saya sedang di mall, cuacanya mendung",ham
Apakah kamu bekerja besok?,ham
SELAMAT! Nomor Anda mendapat bonus Rp250000 dari XL,spam
Transfer ke rekening BNI a/n Rina No. Rek 5555666677,spam
Transfer ke rekening Mandiri a/n Siti No. Rek 1234567890,spam
Maaf saya tidak bisa bekerja hari ini,ham
"Halo, selamat pagi hari ini",ham
Sampai jumpa di restoran nanti,ham
Pesan resmi dari Tri: Anda menang hadiah,spam
Hubungi 08123456789 untuk info lebih lanjut,spam
Kode verifikasi: 789XYZ untuk aktivasi akun,spam
Bonus pulsa 500000 untuk pengisian minimal Rp{min_amount},spam
Hubungi 0800123456 untuk info lebih lanjut,spam
"Halo, apa kabar hari ini",ham
Maaf saya tidak bisa berjalan hari ini,ham
PIN Anda: A1B2C3 untuk cek hadiah Tri,spam
Apakah kamu berbicara besok?,ham
"Saya sedang di sekolah, cuacanya panas",ham
"Halo, selamat malam hari ini",ham
"untuk dwm soal klasifikasi, algoritma yang menjadi dasar adalah random forest dengan akurasi model kira2 0.8. Setelah menggunakan data test (data yg saya berikan kemarin di UAS untuk diprediksi), akurasi yg didapat adalah 0.75. Jika mhs mendapat akurasi 0.75 dia akan mendapat nilai maksimal (20point). Akurasi tertinggi 0.77 diperoleh oleh nama1",ham
Sampai jumpa di kantor nanti,ham
Kapan kita bisa bermain bersama?,ham
"Halo, selamat siang hari ini",ham
Pesan resmi dari Indosat: Anda menang bonus,spam
Saya sedang berjalan sekarang,ham
Transfer ke rekening Mandiri a/n Joko No. Rek 5555666677,spam
Kode verifikasi: 123456 untuk verifikasi identitas,spam
Maaf saya tidak bisa bermain hari ini,ham
Terima kasih atas informasi yang diberikan,ham
pulang nya jam 8 (kecewa),ham
Hubungi 08123456789 untuk info lebih lanjut,spam
Hubungi 08123456789 untuk info lebih lanjut,spam
Bonus pulsa 100000 untuk pengisian minimal Rp{min_amount},spam
Klik link berikut untuk klaim hadiah: short.link/ghi789,spam
Hubungi 08123456789 untuk info lebih lanjut,spam
"Halo, apa kabar hari ini",ham
Selamat lebaran untukmu,ham
Klik link berikut untuk klaim hadiah: short.link/ghi789,spam
"Halo, selamat pagi hari ini",ham
Transfer ke rekening BNI a/n Budi No. Rek 5555666677,spam
Terima kasih atas bantuan yang diberikan,ham
"Bella bingung bang mau nulis apakah, daripada aq nulis panjang2 tapi serba salah, mending langsung ngobrol di tlpn aja deh bang ini no telp aq 0809-100-xxxx :)",spam
Saya sedang makan sekarang,ham
Selamat natal untukmu,ham
Bonus pulsa 50000 untuk pengisian minimal Rp{min_amount},spam
Bntr lg kan mau sholat mel. Nanti keluar upinet kasih tau ya. Males balik,ham
Saya sedang bekerja sekarang,ham
Bonus pulsa 100000 untuk pengisian minimal Rp{min_amount},spam
Hubungi 08123456789 untuk info lebih lanjut,spam
Promo spesial: Diskon 20% untuk pulsa,spam
Saya sedang berjalan sekarang,ham
Pesan resmi dari Bank BRI: Anda menang hadiah,spam
Promo spesial: Diskon 10% untuk pulsa,spam
Pesan resmi dari Tri: Anda menang doorprize,spam
Bonus pulsa 50000 untuk pengisian minimal Rp{min_amount},spam
PIN Anda: X9Y8Z7 untuk cek hadiah XL,spam
Maaf saya tidak bisa belajar hari ini,ham
PIN Anda: P4Q5R6 untuk cek hadiah Smartfren,spam
Bagaimana kabarmu? Semoga baik-baik saja,ham
Pesan resmi dari Telkomsel: Anda menang hadiah,spam
"Terus kalau ada yang nanya, kita masuknya suka pagi sampai siang kadang juga siang sampai sore. Gimana dari sananha.",ham
Hubungi 0800123456 untuk info lebih lanjut,spam
Apakah kamu bekerja besok?,ham
Bagaimana kabarmu? Semoga selalu bahagia,ham
Ada belakang warkop deket indomaret gerum 500/bulan,ham
Terima kasih atas bantuan yang diberikan,ham
Terima kasih atas peringatan yang diberikan,ham
"Saya sedang di mall, cuacanya mendung",ham
Sampai jumpa di mall nanti,ham
Maaf saya tidak bisa bermain hari ini,ham
Kapan kita bisa berbicara bersama?,ham
Kode verifikasi: 987RTY untuk aktivasi akun,spam
Terima kasih atas bantuan yang diberikan,ham
Terima kasih atas informasi yang diberikan,ham
Selamat natal untukmu,ham
Sampai jumpa di rumah nanti,ham
"Halo, selamat pagi hari ini",ham
Promo spesial: Diskon 70% untuk smartphone,spam
Transfer ke rekening BNI a/n Budi No. Rek 9876543210,spam
Kapan kita bisa bekerja bersama?,ham
Kapan kita bisa makan bersama?,ham
Terima kasih atas hadiah yang diberikan,ham
"Koinmu tinggal dikit untuk lanjutin gamesmu? Beli pakai pulsa aja Bro, cek http://tsel.me/jajanonline",spam
Terima kasih atas bantuan yang diberikan,ham
PIN Anda: X9Y8Z7 untuk cek hadiah Telkomsel,spam
Bagaimana kabarmu? Semoga selalu bahagia,ham
Pesan resmi dari Telkomsel: Anda menang prize,spam
Hubungi 0800123456 untuk info lebih lanjut,spam
Hubungi 021-1234567 untuk info lebih lanjut,spam
PIN Anda: A1B2C3 untuk cek hadiah XL,spam
Transfer ke rekening Mandiri a/n Budi No. Rek 9876543210,spam
Kode verifikasi: 123456 untuk aktivasi akun,spam
Klik link berikut untuk klaim hadiah: short.link/ghi789,spam
Maaf saya tidak bisa makan hari ini,ham
Promo spesial: Diskon 50% untuk smartphone,spam
Saya sedang makan sekarang,ham
Promo spesial: Diskon 30% untuk laptop,spam
SELAMAT! Nomor Anda mendapat hadiah Rp500000 dari Bank BCA,spam
Terima kasih atas surat yang diberikan,ham
Sampai jumpa di sekolah nanti,ham
Promo spesial: Diskon 10% untuk paket data,spam
Kapan kita bisa makan bersama?,ham
Apakah kamu berbicara besok?,ham
Selamat lebaran untukmu,ham
Selamat lebaran untukmu,ham
PIN Anda: X9Y8Z7 untuk cek hadiah Tri,spam
"Saya sedang di rumah, cuacanya panas",ham
Terima kasih atas hadiah yang diberikan,ham
SELAMAT! Nomor Anda mendapat doorprize Rp250000 dari Smartfren,spam
Kode verifikasi: 987RTY untuk aktivasi akun,spam
"Halo, apa kabar hari ini",ham
PIN Anda: P4Q5R6 untuk cek hadiah XL,spam
Kode verifikasi: 123456 untuk aktivasi akun,spam
Transfer ke rekening CIMB a/n Sari No. Rek 5555666677,spam
Promo spesial: Diskon 50% untuk pulsa,spam
Apakah kamu makan besok?,ham
Klik link berikut untuk klaim hadiah: tinyurl.com/def456,spam
Kode verifikasi: 123456 untuk konfirmasi transfer,spam
Pesan resmi dari Bank BRI: Anda menang doorprize,spam
PIN Anda: P4Q5R6 untuk cek hadiah Indosat,spam
Saya sedang bermain sekarang,ham
Terima kasih atas surat yang diberikan,ham
Sampai jumpa di sekolah nanti,ham
Transfer ke rekening CIMB a/n Joko No. Rek 5555666677,spam
Kode verifikasi: 987RTY untuk konfirmasi transfer,spam
Sampai jumpa di sekolah nanti,ham
Kapan kita bisa berjalan bersama?,ham
Sampai jumpa di rumah nanti,ham
Maaf saya tidak bisa bermain hari ini,ham
Apakah kamu berjalan besok?,ham
Pesan resmi dari Bank BCA: Anda menang hadiah,spam
Bonus pulsa 100000 untuk pengisian minimal Rp{min_amount},spam
Bonus pulsa 50000 untuk pengisian minimal Rp{min_amount},spam
"Halo, apa kabar hari ini",ham
Maaf saya tidak bisa belajar hari ini,ham
Kapan kita bisa makan bersama?,ham
Hubungi 0800123456 untuk info lebih lanjut,spam
Transfer ke rekening CIMB a/n Budi No. Rek 9876543210,spam
"Halo, selamat siang hari ini",ham
Promo spesial: Diskon 10% untuk paket data,spam
Sampai jumpa di rumah nanti,ham
Maaf saya tidak bisa belajar hari ini,ham
SELAMAT! Nomor Anda mendapat doorprize Rp50000 dari Bank BRI,spam
greetings! No Anda Terpilih M-dptkan kejutan HADIAH langsung Dari 3care kode Pemenang anda b89c7h9 Utk Info Lenkap kunjungi web kami www.hadiahT3care.blogspot.com,spam
"Saya sedang di bandara, cuacanya panas",ham
"Saya sedang di mall, cuacanya cerah",ham
PIN Anda: A1B2C3 untuk cek hadiah Tri,spam
SELAMAT! Nomor Anda mendapat prize Rp50000 dari Smartfren,spam
"Jadi males banget PLA, asa ga pernah beres. Wkwk. Padahal dari pa rawosi ga bermasalah.",ham
Bagaimana kabarmu? Semoga dalam keadaan sehat,ham
"Saya sedang di sekolah, cuacanya mendung",ham
Sampai jumpa di restoran nanti,ham
Transfer ke rekening BNI a/n Sari No. Rek 5555666677,spam
Kode verifikasi: 456QWE untuk konfirmasi transfer,spam
Hanya HARI INI!!! Cuma dengan seribu kamu langsung dapat 200 MB untuk 3 hari. Cukup balas SMS ini dengan ketik yA4. Buruan beli sekrang TL049B,spam
PIN Anda: X9Y8Z7 untuk cek hadiah XL,spam
Bagaimana kabarmu? Semoga selalu bahagia,ham
AngpaoPoinSenyum! Dptkan Vchr Lottemart 50rb dg tukar 2500poin (normal 5000poin) sd 11Feb16. Ketik *123*7887*2*5# TERBATAS! Info: www.indosatooredoo.com/angpao,spam
Pesan resmi dari Bank BCA: Anda menang prize,spam
Terima kasih atas bantuan yang diberikan,ham
Kapan kita bisa berbicara bersama?,ham
"Halo, selamat malam hari ini",ham
Kapan kita bisa makan bersama?,ham
SELAMAT! Nomor Anda mendapat bonus Rp1000000 dari Smartfren,spam
Promo spesial: Diskon 30% untuk pulsa,spam
Saya sedang berjalan sekarang,ham
Kapan kita bisa makan bersama?,ham
Klik link berikut untuk klaim hadiah: bit.ly/abc123,spam
"INDOVISON PROMO: hanya 299 rbu, nikmati 2 bln berlangganan, GRATIS biaya pasang+bonus cinema 3 (3bln). hub : 087738718255, 08555796717 PIN BB 32F1C805",spam
Surat keputusan dari Tri Care INDONESIA No.XV/2016 Pin_Pemenang ANDA:67ytg44 mendapatkan HADIAH CEK TUNAI Rp.45juta U/INFO klik: www.info-undian3.webnode.com,spam
Sampai jumpa di bandara nanti,ham
Saya sedang berjalan sekarang,ham
Saya sedang berbicara sekarang,ham
Selamat lebaran untukmu,ham
"Saya sedang di rumah, cuacanya dingin",ham
SELAMAT! Nomor Anda mendapat hadiah Rp100000 dari Tri,spam
Pesan resmi dari Bank BRI: Anda menang bonus,spam
Selamat lebaran untukmu,ham
Bonus pulsa 50000 untuk pengisian minimal Rp{min_amount},spam
Saya sedang berjalan sekarang,ham
Kode verifikasi: 456QWE untuk konfirmasi transfer,spam
Bonus pulsa 1000000 untuk pengisian minimal Rp{min_amount},spam
Klik link berikut untuk klaim hadiah: short.link/ghi789,spam
Saya sedang bekerja sekarang,ham
Pesan resmi dari Indosat: Anda menang hadiah,spam
"PROMO: Beli paket Flash mulai 1,3 GB di My Telkomsel App dpt EXTRA nelpon hingga 100mnt/1hr. Buruan, promo terbatas! S&K",spam
Pesan resmi dari Bank BRI: Anda menang bonus,spam
SELAMAT! Nomor Anda mendapat hadiah Rp250000 dari Indosat,spam
Kapan kita bisa bekerja bersama?,ham
SELAMAT! Nomor Anda mendapat doorprize Rp1000000 dari XL,spam
Selamat hari raya untukmu,ham
Selamat hari raya untukmu,ham
Hubungi 0800123456 untuk info lebih lanjut,spam
Promo spesial: Diskon 70% untuk pulsa,spam
Terima kasih atas hadiah yang diberikan,ham
Pesan resmi dari Indosat: Anda menang hadiah,spam
"DISKON 30RIBU khusus pelanggan baru Grab di Bandung. Berlaku 3x: kode promo URANGBANDUNG. Tak usah repot jalanan macet dan susah parkir, Hayu ngeGrab we atuh!",spam
Kapan kita bisa makan bersama?,ham
Bagaimana kabarmu? Semoga dalam keadaan sehat,ham
"Oh saya udh berangkat kayanya, ga ada koneksi..",ham
Maaf saya tidak bisa belajar hari ini,ham
Promo spesial: Diskon 10% untuk smartphone,spam
Bonus pulsa 250000 untuk pengisian minimal Rp{min_amount},spam
Maaf saya tidak bisa berbicara hari ini,ham
"Saya sedang di mall, cuacanya panas",ham
Saya sedang bekerja sekarang,ham
Promo spesial: Diskon 20% untuk paket data,spam
Maaf saya tidak bisa bermain hari ini,ham
Bagaimana kabarmu? Semoga baik-baik saja,ham
Pesan resmi dari Bank BRI: Anda menang hadiah,spam
Saya sedang makan sekarang,ham
Sampai jumpa di rumah nanti,ham
PIN Anda: A1B2C3 untuk cek hadiah Telkomsel,spam
Hubungi 0800123456 untuk info lebih lanjut,spam
Bonus pulsa 250000 untuk pengisian minimal Rp{min_amount},spam
Selamat tahun baru untukmu,ham
Promo spesial: Diskon 10% untuk laptop,spam
Bagaimana kabarmu? Semoga baik-baik saja,ham
Klik link berikut untuk klaim hadiah: tinyurl.com/def456,spam
Terima kasih atas surat yang diberikan,ham
Saya sedang berjalan sekarang,ham
"Saya sedang di mall, cuacanya hujan",ham
SELAMAT! Nomor Anda mendapat prize Rp1000000 dari Bank BCA,spam
Pesan resmi dari XL: Anda menang doorprize,spam
Hubungi 08123456789 untuk info lebih lanjut,spam
"Saya sedang di sekolah, cuacanya cerah",ham
Kode verifikasi: 789XYZ untuk aktivasi akun,spam
Promo spesial: Diskon 10% untuk pulsa,spam
SELAMAT! Nomor Anda mendapat hadiah Rp50000 dari XL,spam
Transfer ke rekening BCA a/n Ahmad No. Rek 1234567890,spam
Bonus pulsa 1000000 untuk pengisian minimal Rp{min_amount},spam
Saya sedang bermain sekarang,ham
Saya sedang bermain sekarang,ham
Bagaimana kabarmu? Semoga baik-baik saja,ham
Promo spesial: Diskon 70% untuk smartphone,spam
"Saya sedang di restoran, cuacanya cerah",ham
Terima kasih atas peringatan yang diberikan,ham
Klik link berikut untuk klaim hadiah: tinyurl.com/def456,spam
Klik link berikut untuk klaim hadiah: tinyurl.com/def456,spam
Bonus pulsa 50000 untuk pengisian minimal Rp{min_amount},spam
Ini nomor rekeningnya: 5829-01-012786-534. BRI a/n Andika Septiana.,spam
Apakah kamu bermain besok?,ham
SELAMAT! Nomor Anda mendapat reward Rp100000 dari Bank BRI,spam
Terima kasih atas surat yang diberikan,ham
Maaf saya tidak bisa belajar hari ini,ham
Klik link berikut untuk klaim hadiah: short.link/ghi789,spam
PIN Anda: P4Q5R6 untuk cek hadiah XL,spam
Hubungi 08123456789 untuk info lebih lanjut,spam
Maaf saya tidak bisa berjalan hari ini,ham
Pesan resmi dari Bank BRI: Anda menang doorprize,spam
Terima kasih atas informasi yang diberikan,ham
Selamat ulang tahun untukmu,ham
"Saya sedang di mall, cuacanya dingin",ham
"Halo, selamat malam hari ini",ham
Transfer ke rekening BRI a/n Rina No. Rek 5555666677,spam
Sampai jumpa di mall nanti,ham
Bonus pulsa 250000 untuk pengisian minimal Rp{min_amount},spam
Selamat natal untukmu,ham
Transfer ke rekening Mandiri a/n Ahmad No. Rek 5555666677,spam
Apakah kamu bekerja besok?,ham
"Halo, selamat malam hari ini",ham
Internetan puas kapankah aja buat kamu yang butuh kuota besar. Paket SUMO 30GB 30hari semua jaringan. Beli di *123*3*3#. Info 123. D956,spam
PIN Anda: A1B2C3 untuk cek hadiah Tri,spam
"Saya sedang di restoran, cuacanya cerah",ham
Maaf saya tidak bisa bekerja hari ini,ham
Promo spesial: Diskon 30% untuk pulsa,spam
Selamat tahun baru untukmu,ham
Kapan kita bisa berbicara bersama?,ham
"Halo, apa kabar hari ini",ham
