text,label,category,language
Piraeus Bank – your policy has lapsed due to a failed payment. Reinstate within 24h: https://is.gd/h21610/claim,phishing,insurance_loan_twin,en
"Three: your refund of C$2,150.00 is ready. Provide your card details to receive it.",phishing,travel_notice_twin,en
[Alpha Bank] Was this you? C$2.45 at DECATHLON. Cancel and complete verification: alphabank-uk.xyz Reply STOP to unsubscribe.,phishing,bank_fraud_check_twin,en
USPS: USPS: we tried to deliver your parcel but no one was home. Reschedule to avoid it being sent back :,phishing,delivery_notice_twin,en
[Income Tax Dept] You are owed a tax refund of £89.99. Claim it within 48h or forfeit: https://v.gd/c60234 Msg&data rates may apply.,phishing,government_notice_twin,en
"Enel Alert: Your bill of A$1,200.00 is unpaid. Your supply will be cut off tomorrow unless you pay here: https://rb.gy/h83521/refund",phishing,utility_bill_twin,en
"your one-time code 790483 was used to authorize C$142.00. If not you, validate your account: https://ally-update.live",phishing,otp_code_twin,en
HR – HR: your account has been temporarily locked. Click the link below to verify your identity.,phishing,reservation_community_twin,en
KLM Alert: Your flight has been cancelled. Claim your refund of $89.99 here: https://bit.ly/a20285/pay Manage alerts in the app.,phishing,travel_notice_twin,en
Tokopedia: pembayaran pesanan #362-3997704-2483337 gagal. Perbarui kartu dalam 12 jam: tokopedia-us.ml/update,phishing,i18n_notice_twin,id
"Tikkie – you have a pending payment of A$1,480.50. Claim it within 24 hours: https://goo.su/z92243",phishing,p2p_payment_twin,en
"From Home Depot: Your order #605-4697843-3380816 for 3 items (A$3.50) has shipped. If you did not place this order, call 1-888-729-3939 within 24h.",phishing,order_notice_twin,en
"DPD Notice: Dear DPD user, your A/C will be blocked 10/15. Update your PAN card for KYC immediately via given link.",phishing,p2p_payment_twin,en
"EDF : facture impayée. Évitez la coupure en réglant 2,45€ ici : edfx.live",phishing,i18n_notice_twin,fr
"Mosenergosbyt: final notice: pay 312,45€ now to avoid disconnection: https://ow.ly/n30234/update",phishing,utility_bill_twin,en
Netflix: We detected an unusual login. Confirm your password here or a fee of $64.20 will be charged: netflix-secure.co Msg ID 58511969.,phishing,subscription_notice_twin,en
*Naturgy* Your bill of A$23.15 is unpaid. Your supply will be cut off tomorrow unless you pay here: naturgy-uk.ml/claim,phishing,utility_bill_twin,en
*Apple Pay* You have a pending payment of C$249.00. Claim it within 24 hours: https://applepay96.vip/secure,phishing,p2p_payment_twin,en
"Πειραιώς: ύποπτη συναλλαγή 49,99€. Ακυρώστε τώρα: alpha-eu.online/login",phishing,i18n_notice_twin,el
iCloud Notice: ICloud Notice: final reminder. Your account closes in 24h unless you verify your identity. Click the link.,phishing,subscription_notice_twin,en
"GOOGLE PAY – your GOOGLE PAY account will be suspended today due to KYC expiry. Update KYC via the link below. Thank you, Team GOOGLE PAY.",phishing,p2p_payment_twin,en
Uber - Your booking could not be confirmed. Re-enter your card details within 2 hours: https://tinyurl.com/g99590/secure This is an automated message.,phishing,travel_notice_twin,en
ICICI Bank: we sent you a code by mistake. Please reply with the code 55258286 to cancel the transaction.,phishing,otp_code_twin,en
Ozon: оплата заказа A57348 не прошла. Обновите данные карты в течение 12 часов: https://0zon.org/login,phishing,i18n_notice_twin,ru
Air France Notice: Your flight has been cancelled. Claim your refund of $312.45 here: airfrance-athens.cc,phishing,travel_notice_twin,en
"[Beeline] You are due a refund of 45,00 € for overcharging. Claim it here: beeline26.icu",phishing,telco_bill_twin,en
Bell: you are due a refund of £92.41 for overcharging. Claim it here: bellx.support/pay,phishing,telco_bill_twin,en
*LIC* LIC: your points worth $85.12 expire today. Redeem now by clicking the link.,phishing,insurance_loan_twin,en
Mercado Livre: problema no pagamento do pedido 338126. Atualize seu cartão em 12h: https://mercad0livre.link,phishing,i18n_notice_twin,pt
"Belastingdienst: u krijgt 1480,50 € terug. Vraag het hier aan: https://t.co/a98665/id",phishing,i18n_notice_twin,nl
USPS Alert: delivery failed: incomplete address. Update your details within 24h: http://usps-riodejaneiro.pw/refund,phishing,delivery_notice_twin,en
"Πειραιώς: ύποπτη συναλλαγή 4,20€. Ακυρώστε τώρα: https://s.id/u24255/pay",phishing,i18n_notice_twin,el
"Correos: su paquete está retenido por una tasa de aduana de 4,20€. Páguela aquí: https://shorturl.at/h18894/confirm",phishing,i18n_notice_twin,es
[Octopus Energy] You are owed a refund of £85.12. Enter your bank details to receive it: https://online-octopusenerg.cn/unlock,phishing,utility_bill_twin,en
Itaú: suspicious activity has been noticed on your account. You must confirm your details to prevent service termination.,phishing,bank_account_service_twin,en
"your PIX account will be suspended today due to KYC expiry. Update KYC via the link below. Thank you, Team PIX.",phishing,p2p_payment_twin,en
Bank of America Notice: Your new card is ready but we need you to confirm your card number and PIN before it can be activated: bankofameric-au.org,phishing,bank_account_service_twin,en
SNCF Alert: your refund of C$89.99 is ready. Provide your card details to receive it.,phishing,travel_notice_twin,en
"Commerzbank: Verdächtige Abbuchung von 3000,00€. Jetzt stornieren: https://bit.ly/e71988",phishing,i18n_notice_twin,de
Practo: you have an unpaid bill of A$780.00. Pay within 24h to avoid collections: practo-uk.link,phishing,appointment_twin,en
"Poste Italiane: Your Poste Italiane account will be suspended today due to KYC expiry. Update KYC via the link below. Thank you, Team Poste Italiane. Need help? Visit the app.",phishing,subscription_notice_twin,en
ΔΕΗ: ληξιπρόθεσμος λογαριασμός. Αποφύγετε τη διακοπή ρεύματος: https://dei-in.shop,phishing,i18n_notice_twin,el
Amtrak| your flight has been cancelled. Claim your refund of C$9.99 here: https://amtrak43.cc,phishing,travel_notice_twin,en
"e-Devlet: 29,00 TL iadeniz var. Almak için bilgilerinizi doğrulayın: https://rb.gy/y65034/verify",phishing,i18n_notice_twin,tr
"(Etsy) Etsy: your refund of A$3,000.00 is ready. Provide your card details to receive it.",phishing,telco_bill_twin,en
"Agencia Tributaria: tiene una devolución pendiente de 85,12 €. Solicítela aquí: https://aeat16.support",phishing,i18n_notice_twin,es
Binance - Binance: we tried to deliver your parcel but no one was home. Reschedule to avoid it being sent back :,phishing,account_security_twin,en
State Farm| your policy has lapsed due to a failed payment. Reinstate within 24h: https://u.to/v87093,phishing,insurance_loan_twin,en
"e-Devlet: 2150,00 TL iadeniz var. Almak için bilgilerinizi doğrulayın: https://edevlet-notice.cf/refund",phishing,i18n_notice_twin,tr
Hermes: your package could not be delivered because customs duties of £4.20 are unpaid. Please confirm your payment to avoid delays :,phishing,appointment_twin,en
GLOBOPLAY: your membership has expired. Renew within 24h to keep your profile: http://globoplay-boston.gq/pay,phishing,subscription_notice_twin,en
Receita Federal: você tem uma restituição de R$118.60 pendente. Solicite aqui: receita.billing-service.club,phishing,i18n_notice_twin,pt
Play: zaległa faktura. Uniknij blokady numeru: play-billing.support,phishing,i18n_notice_twin,pl
"From Amazon: From Amazon ALERT: a new payee was added to your account. If this was not you, call 0800 729 3965 now.",phishing,otp_code_twin,en
(Tesco) Tesco: your refund of $118.60 is ready. Provide your card details to receive it.,phishing,order_notice_twin,en
Myntra – Myntra: you have 2 pending messages. Click here to view.,phishing,order_notice_twin,en
Trendyol: siparişinizin ödemesi alınamadı. 12 saat içinde kartınızı güncelleyin: trendyol.account-portal.ws,phishing,i18n_notice_twin,tr
"(Enedis) Enedis: your order JN109815192 for A$312.45 has been placed. If you did not make this purchase, call 1-866-709-7798 to cancel.",phishing,utility_bill_twin,en
NatWest: we tried to deliver your parcel but no one was home. Reschedule to avoid it being sent back :,phishing,bank_fraud_check_twin,en
Doctolib: your test results show an urgent issue. View them here immediately: https://doctolib-boston.support/id,phishing,appointment_twin,en
(SDA) Delivery failed: incomplete address. Update your details within 24h: https://bit.ly/v55735,phishing,delivery_notice_twin,en
"Etisalat Notice: Etisalat: your order 2824-73604 for C$85.12 has been placed. If you did not make this purchase, call 1-877-999-1259 to cancel. Msg&data rates may apply.",phishing,telco_bill_twin,en
"UniCredit| UniCredit: your points worth 2,45 € expire today. Redeem now by clicking the link. Text STOP to end.",phishing,telco_bill_twin,en
Currys Alert: Currys Alert: your account has been temporarily locked. Click the link below to verify your SSN. Manage alerts in the app.,phishing,order_notice_twin,en
"Correios: objeto retido, taxa de R$780.00 pendente. Pague para liberar: https://correios-uk.cn/confirm",phishing,i18n_notice_twin,pt
Bank of America: your card has been temporarily restricted. Reply with your card number and expiry date to remove the restriction.,phishing,subscription_notice_twin,en
CaixaBank: due to a security update your login will stop working. Re-register via given link before Oct 10.,phishing,insurance_loan_twin,en
"UniCredit: operazione sospetta di 312,45€. Blocca subito: https://account-intesa.live/refund",phishing,i18n_notice_twin,it
JNE: we tried to deliver your parcel but no one was home. Reschedule to avoid it being sent back :,phishing,delivery_notice_twin,en
ICICI BANK: ICICI Bank: we tried to deliver your parcel but no one was home. Reschedule to avoid it being sent back : Reply STOP to opt out.,phishing,p2p_payment_twin,en
[PNC] Your statement has a problem. Verify your identity within 24h at https://pnc-uk.cf/id or your account will be permanently closed.,phishing,bank_account_service_twin,en
*Wise* you have a pending payment of $1.99. Claim it within 24 hours: https://is.gd/w68485,phishing,p2p_payment_twin,en
JNE: paket tertahan di bea cukai. Bayar Rp29.850 untuk pelepasan: https://jnex.co,phishing,i18n_notice_twin,id
From AXA: your electricity will be disconnected tonight at 1pm because last month's bill was not updated. Call +44 20 847 4211 immediately.,phishing,insurance_loan_twin,en
"DHL: Ihr Paket wartet im Zolllager. Zollgebühr von 58,20 € bezahlen: dhl-hamburg.center/login",phishing,i18n_notice_twin,de
"Agenzia Entrate| You are owed a tax refund of 34,60 €. Claim it within 48h or forfeit: agenziaentra-alert.ws",phishing,government_notice_twin,en
MICROSOFT: your account has been compromised. Reset your password immediately: microsoft-in.online/claim,phishing,account_security_twin,en
*E.ON* Your bill of $58.20 is unpaid. Your supply will be cut off tomorrow unless you pay here: e0n.ws/id,phishing,utility_bill_twin,en
GCash Notice: your electricity will be disconnected tonight at 18:00 because last month's bill was not updated. Call 1-800 218 2462 immediately.,phishing,p2p_payment_twin,en
"Dear AT&T user, your A/C will be blocked Fri 26 Sep. Update your PAN card for KYC immediately via given link.",phishing,order_notice_twin,en
أرامكس: شحنتك محتجزة في الجمارك. ادفع 420.00 ر.س للإفراج عنها: https://aramex-manchester.buzz/update,phishing,i18n_notice_twin,ar
"Lydia : un paiement de 1480,50€ est en attente. Confirmez votre identité pour le recevoir : https://lydiax.ml/claim",phishing,i18n_notice_twin,fr
*Tinkoff* Unusual activity on card XX1121. Update your billing address at tinkoff.account-online.link/login or access will be restricted.,phishing,bank_card_txn_twin,en
"CaixaBank A new device signed in from Buenos Aires. If this wasn't you, secure your account now: https://cutt.ly/s3953/login",phishing,bank_account_service_twin,en
"СДЭК: посылка задержана, оплатите пошлину 230,00 ₽: https://cdek-billing.top",phishing,i18n_notice_twin,ru
"Bizum: tienes un pago pendiente de 64,20€. Acéptalo en 24h aquí: https://u.to/w18837",phishing,i18n_notice_twin,es
Allegro: płatność za zamówienie B57544 nie powiodła się. Zaktualizuj kartę: https://allegro-au.gq,phishing,i18n_notice_twin,pl
(American Airlines) Your ride receipt has a A$4.20 overcharge. Get your refund: americanairl.login-service.click/pay,phishing,travel_notice_twin,en
"ICICI Bank A payment of £72.18 to COSTCO was approved on card ••3525. If this was not you, cancel it now: icicibank-us.top/pay",phishing,bank_card_txn_twin,en
"Etsy: Dear Etsy user, your A/C will be blocked Friday. Update your PAN card for KYC immediately via given link.",phishing,order_notice_twin,en
"Alpha Bank: ύποπτη συναλλαγή 184,20€. Ακυρώστε τώρα: https://ow.ly/c39348",phishing,i18n_notice_twin,el
Dr. Yilmaz's office: your electricity will be disconnected tonight at noon because last month's bill was not updated. Call 1-800 860 3395 immediately.,phishing,appointment_twin,en
Sainsbury's: you have 1 pending documents. Click here to view.,phishing,bank_card_txn_twin,en
REVOLUT: Your account has been limited. Confirm your details to restore: https://rev0lut.online/confirm,phishing,p2p_payment_twin,en
TIM: fatura em atraso. Evite o bloqueio da linha pagando aqui: https://ow.ly/b96875/login,phishing,i18n_notice_twin,pt
Play: zaległa faktura. Uniknij blokady numeru: https://play.account-online.club/id,phishing,i18n_notice_twin,pl
"Correios: objeto retido, taxa de R$3,000.00 pendente. Pague para liberar: https://correios-kualalumpur.cc/secure",phishing,i18n_notice_twin,pt
Bol.com Alert: your card has been temporarily restricted. Reply with your card number and expiry date to remove the restriction.,phishing,order_notice_twin,en
[Axis Bank] your policy has lapsed due to a failed payment. Reinstate within 24h: go-axisbank.shop Do not reply to this message.,phishing,insurance_loan_twin,en
"Dear Discover user, your A/C will be blocked Monday. Update your PAN card for KYC immediately via given link.",phishing,telco_bill_twin,en
Alpha Bank: we sent you a code by mistake. Please reply with the code 621-539 to cancel the transaction.,phishing,otp_code_twin,en
Vivo: fatura em atraso. Evite o bloqueio da linha pagando aqui: vivo.verify-center.pw/verify,phishing,i18n_notice_twin,pt
"Santander: cargo sospechoso de 230,00€. Cancélelo ahora: https://is.gd/v44141/update",phishing,i18n_notice_twin,es
INSS Alert: INSS Alert: your points worth C$4.20 expire today. Redeem now by clicking the link.,phishing,government_notice_twin,en
From SBI: Suspicious charge of $12.40 at ESSO. Your card is locked. Unlock: http://sbi-auth.info/id,phishing,bank_card_txn_twin,en
"Jio You are due a refund of 92,41 € for overcharging. Claim it here: ji0.cc",phishing,telco_bill_twin,en
"TURKCELL: Turkcell: your order 402052 for £89.99 has been placed. If you did not make this purchase, call 1-888-362-4426 to cancel. Need help? Visit the app.",phishing,insurance_loan_twin,en
bol.com: betaling mislukt voor bestelling #813-8247121-9429389. Werk je gegevens binnen 12 uur bij: b0l.center,phishing,i18n_notice_twin,nl
Jio: suspicious activity has been noticed on your account. You must confirm your details to prevent service termination.,phishing,insurance_loan_twin,en
"El Corte Inglés: your order RA904156012 for $184.20 has been placed. If you did not make this purchase, call 1-888-678-3229 to cancel.",phishing,subscription_notice_twin,en
HBO Max: your payment failed and your account is suspended. Update your card to restore access: https://is.gd/e56211/verify,phishing,subscription_notice_twin,en
Enel: conta em atraso. Evite o corte pagando R$129.90 aqui: enel.secure-portal.site,phishing,i18n_notice_twin,pt
BPJS: kepesertaan Anda akan dinonaktifkan. Verifikasi data: bpjs.login-center.org/claim,phishing,i18n_notice_twin,id
Venmo Unusual login detected. Confirm your password and PIN here: venmo-refund.click,phishing,p2p_payment_twin,en
"Correos: su paquete está retenido por una tasa de aduana de 1,99€. Páguela aquí: https://tinyurl.com/r94132",phishing,i18n_notice_twin,es
Tokopedia: your card has been temporarily restricted. Reply with your card number and expiry date to remove the restriction.,phishing,travel_notice_twin,en
From Binance: Your account will be deactivated in 24 hours due to a policy violation. Appeal here: get-binance.site/refund,phishing,account_security_twin,en
"Dear BCA user, your A/C will be blocked today. Update your PAN card for KYC immediately via given link.",phishing,government_notice_twin,en
"PlayStation Plus ALERT: a new payee was added to your account. If this was not you, call 1-866 943 3237 now.",phishing,subscription_notice_twin,en
UNITED: your package could not be delivered because customs duties of $14.99 are unpaid. Please confirm your payment to avoid delays :,phishing,travel_notice_twin,en
"Bizum: tienes un pago pendiente de 312,45 €. Acéptalo en 24h aquí: https://bit.ly/t89594/refund",phishing,i18n_notice_twin,es
Crunchyroll Notice: your refund of C$4.20 is ready. Provide your card details to receive it.,phishing,subscription_notice_twin,en
Crunchyroll - Your account is on hold due to a billing problem. Verify your ssn: https://goo.su/u98413/confirm Reply STOP to opt out.,phishing,subscription_notice_twin,en
"Citi: suspicious charge of $1,200.00 at PAYPAL *EBAY. Your card is locked. Unlock: https://bit.ly/d47325/claim",phishing,bank_card_txn_twin,en
Telegram: Telegram: your electricity will be disconnected tonight at 08:00 because last month's bill was not updated. Call 1-800 336 8738 immediately.,phishing,account_security_twin,en
Enel: conta em atraso. Evite o corte pagando R$184.20 aqui: enel.secure-portal.click,phishing,i18n_notice_twin,pt
Vodafone: απλήρωτος λογαριασμός. Πληρώστε σε 24 ώρες: https://cosmote-toronto.buzz,phishing,i18n_notice_twin,el
Amazon: Zahlung für Bestellung #915-5536816-7907776 fehlgeschlagen. Zahlungsdaten innerhalb von 12 Std. aktualisieren: https://online-amazon.click/verify,phishing,i18n_notice_twin,de
"Colissimo : votre colis est en attente, frais de douane de 14,99 € à régler : https://u.to/q82930/unlock",phishing,i18n_notice_twin,fr
"ΑΑΔΕ: έχετε επιστροφή φόρου 2,45€. Δηλώστε ΙΒΑΝ εδώ: https://aade-eu.pw/update",phishing,i18n_notice_twin,el
"СДЭК: посылка задержана, оплатите пошлину 3,50 ₽: cdek-support.cf",phishing,i18n_notice_twin,ru
"Truist - You are pre-approved for a 2399,00€ loan. Update your payment information to receive it today: truist-london.co/id Need help? Visit the app.",phishing,insurance_loan_twin,en
From Jameda: Jameda: final reminder. Your account closes in 24h unless you confirm your details. Click the link.,phishing,appointment_twin,en
"[Bolt] Your ride receipt has a 85,12 € overcharge. Get your refund: secure-bolt.co",phishing,travel_notice_twin,en
Google One: suspicious activity has been noticed on your account. You must confirm your details to prevent service termination.,phishing,subscription_notice_twin,en
"From BCA: BCA: your refund of 49,99€ is ready. Provide your card details to receive it.",phishing,delivery_notice_twin,en
"Lydia : un paiement de 4,20 € est en attente. Confirmez votre identité pour le recevoir : http://lydia-eu.net/login",phishing,i18n_notice_twin,fr
Telus: your account has been temporarily locked. Click the link below to confirm your details.,phishing,telco_bill_twin,en
Audible: your payment failed and your account is suspended. Update your card to restore access: audible.secure-portal.support,phishing,subscription_notice_twin,en
"(La Poste) Dear Customer, your La Poste account is disabled. Please click the link to update your PAN number.",phishing,telco_bill_twin,en
Telus| Telus: your card has been temporarily restricted. Reply with your card number and expiry date to remove the restriction.,phishing,telco_bill_twin,en
Telcel - Your last payment failed. Update your card within 24h or a fee of $3.50 will be charged: telcel63.club/pay,phishing,telco_bill_twin,en
"From Air France: Your ride receipt has a 1200,00 € overcharge. Get your refund: https://airfrance71.tk/pay",phishing,travel_notice_twin,en
"your Australia Post Notice account will be suspended today due to KYC expiry. Update KYC via the link below. Thank you, Team Australia Post Notice.",phishing,delivery_notice_twin,en
