text,label,category,language
Expedia: Your reservation at Riverside Suites in Buenos Aires is confirmed for Oct 10. Check-in from 2pm.,ham,travel_notice,en
Expedia: Your ride receipt has a $9.99 overcharge. Get your refund: expedia-sãopaulo.support Reply STOP to opt out.,phishing,travel_notice_twin,en
PostNL: uw pakket 6623-93931 wordt vandaag tussen 3pm en 15:30 bezorgd. Volg het via postnl.nl.,ham,i18n_notice,nl
Apple Pay Notice: You paid Mateo C$34.60 for rent. Do not reply to this message.,ham,p2p_payment,en
Apple Pay - Unusual login detected. Confirm your password and PIN here: https://shorturl.at/v81042/secure,phishing,p2p_payment_twin,en
CRA: your payment of C$3.50 was received. Thank you.,ham,government_notice,en
Correios: sorry we missed you. Your parcel is at the Leeds depot. Collect it with photo ID or rebook at the app.,ham,delivery_notice,en
Delhivery: your Amazon order 989320 is out for delivery. OTP 982 921. Delivery by 7:30pm.,ham,i18n_notice,hi
Ο κωδικός επαλήθευσης Skroutz είναι 733819. Μην τον μοιραστείτε.,ham,i18n_notice,el
"Przypomnienie: wizyta u Dr. Ahmed the 28th o 7:30pm. Odpowiedz TAK, aby potwierdzić.",ham,i18n_notice,pl
Glovo: tu pedido de Domino's está en camino con Arjun. Llega en 7 min.,ham,i18n_notice,es
"[Dropbox] your password was changed. If you didn't do this, go to the Dropbox app or dropbox.com right away.",ham,subscription_notice,en
Apollo Pharmacy: it's time for your annual check-up. Book online at the Apollo Pharmacy app or apollopharmacy.in or call the surgery.,ham,appointment,en
Skroutz: your order 7656717517 (a monitor) has shipped and will arrive Mon 22 Sep. Track it at skroutz.gr.,ham,order_notice,en
"Πειραιώς: χρέωση 4,20 € στην κάρτα x5546 στο Amazon.Com. Αν δεν την αναγνωρίζετε, καλέστε τον αριθμό στο πίσω μέρος της κάρτας.",ham,i18n_notice,el
Medicover: your lab results are ready. Your doctor will call to discuss them by Mon 22 Sep.,ham,appointment,en
Medicover: you have an unpaid bill of $612.40. Pay within 24h to avoid collections: medic0ver.gq,phishing,appointment_twin,en
Amazon: su pedido 980590 ha sido enviado y llegará el Oct 3. Siga el envío en amazon.es.,ham,i18n_notice,es
Société Générale - Your premium of $3.50 was received. Your policy H65373 is active until Thursday.,ham,insurance_loan,en
Госуслуги: ваше заявление №66978 принято. Статус можно посмотреть в личном кабинете на gosuslugi.ru.,ham,i18n_notice,ru
"(GCash) You paid Wei $3,000.00 ☕.",ham,p2p_payment,en
Glovo: tu pedido de Burger King está en camino con João. Llega en 17 min.,ham,i18n_notice,es
ΕΛΤΑ Courier: το δέμα σας RY150282902 παραδίδεται σήμερα. Παρακολούθηση στο elta-courier.gr,ham,i18n_notice,el
"ΕΛΤΑ: το δέμα σας κρατείται στο τελωνείο. Πληρώστε 18,50 €: https://v.gd/x63846/reactivate",phishing,i18n_notice_twin,el
"Mandiri: transaksi Rp2.130.000 di Dmart pada kartu ••3528 berhasil. Jika bukan Anda, hubungi nomor di belakang kartu.",ham,i18n_notice,id
"IRCTC: your ticket PNR 2381919861 is confirmed. Train 16456, coach S5, berth 70. Departs 10:30am.",ham,i18n_notice,hi
Airtel: your recharge of Rs.719 is successful. Validity 43 days. Data 3GB/day.,ham,i18n_notice,hi
Airtel: your SIM will be blocked in 24 hours. Complete KYC: airtel-verify.co,phishing,i18n_notice_twin,hi
Poste Italiane: la tua spedizione #375-9069507-9115057 è in consegna oggi. Traccia su poste.it.,ham,i18n_notice,it
"Poste Italiane: pacco in giacenza, spese doganali di 420,00 € da pagare: poste-amsterdam.link/reactivate",phishing,i18n_notice_twin,it
HDFC Bank: Rs.250.00 debited from A/c XX6954 on 23-1-26 to VPA swiggy@oksbi. Not you? Call 1800 506 1151.,ham,i18n_notice,hi
"Hilton: Your driver S. Müller is arriving in a black Prius, plate B55M381.",ham,travel_notice,en
"Deutsche Bank: is this you? $14.99 to CARREFOUR, card *6117. Reply YES/NO. If NO, we'll cancel the card and send a new one.",ham,bank_fraud_check,en
Deutsche Bank: Was this you? $14.99 at CARREFOUR. Cancel and confirm your card number and PIN: https://u.to/b76787/verify,phishing,bank_fraud_check_twin,en
INPS| We will never contact you by text asking for bank details. Report suspicious messages to report@phishing.gov.uk. Thank you for banking with us.,ham,government_notice,en
Herinnering: afspraak met Dr. Kowalski op tomorrow om 1pm. Antwoord JA om te bevestigen.,ham,i18n_notice,nl
أرامكس: شحنتك A58008 خرجت للتوصيل اليوم. تتبع عبر aramex.com,ham,i18n_notice,ar
أرامكس: شحنتك محتجزة في الجمارك. ادفع AED 230.00 للإفراج عنها: http://aramex-notice.cc,phishing,i18n_notice_twin,ar
"Tikkie: Sarah heeft je 29,00 € betaald voor het eten.",ham,i18n_notice,nl
"Tikkie: je hebt nog een openstaand betaalverzoek van 45,00€. Betaal hier: http://tikkie66.digital/verify",phishing,i18n_notice_twin,nl
"Билайн: счёт за октябрь — 23,15 ₽. Оплатите в приложении до Oct 10.",ham,i18n_notice,ru
Your boiler service visit is booked for Sep 25 between 1pm and 12:00. Engineer: Layla.,ham,appointment,en
اتصالات: فاتورتك بقيمة 199.00 ر.س جاهزة. يمكنك السداد عبر التطبيق قبل Thursday.,ham,i18n_notice,ar
*Vivo* Welcome to Vivo! Your number is active. Download the app at https://www.vivo.com.br/appointments to manage your account.,ham,telco_bill,en
Delhivery: your Flipkart order 7209-73408 is out for delivery. OTP DL7200. Delivery by 9am.,ham,i18n_notice,hi
"Satispay: Wei ti ha inviato 49,99€ per la spesa.",ham,i18n_notice,it
"*Etisalat* your August bill is ready: 612,40€. It will be paid by autopay on tomorrow. Questions? Call the number on the back of your card.",ham,telco_bill,en
"[Ozon] thanks for your order! A jacket, 45,00€. Est. delivery today. Manage your order at ozon.ru/appointments. Msg&data rates may apply.",ham,order_notice,en
"*Ozon* your account has been charged 45,00€ for a jacket. Cancel the order here: ozon-lisbon.info/unlock Reply STOP to opt out.",phishing,order_notice_twin,en
BRT: Parcel RS168084832 has been collected from the sender and is on its way. Track at https://brt.it/alerts.,ham,delivery_notice,en
"Telegram Alert: your Telegram account was used to sign in on a new iPhone 15. If you didn't sign in, change your password at telegram.org.",ham,account_security,en
بنك الإمارات دبي الوطني: تم خصم 89.99 ر.س من بطاقتك *4296 لدى Albert Heijn. إذا لم تتعرف على العملية اتصل بالرقم خلف البطاقة.,ham,i18n_notice,ar
الراجحي: عملية مشبوهة بقيمة SAR 14.99. ألغها الآن: https://bit.ly/g17339,phishing,i18n_notice_twin,ar
"Spotify: Your annual plan will renew on 1 Oct at 23,15 €. To change or cancel, visit the Spotify app or spotify.com. This is an automated message.",ham,subscription_notice,en
From Spotify: Your account is on hold due to a billing problem. Re-enter your login details: https://spotify-support.pw/confirm,phishing,subscription_notice_twin,en
"(BCA) Is this you? $2.45 to MCDONALDS, card *8084. Reply YES/NO. If NO, we'll cancel the card and send a new one. Thank you.",ham,bank_fraud_check,en
"BBVA: compra de 3,50€ en Migros con tarjeta *2258. Si no la reconoce, llame al número del reverso de su tarjeta.",ham,i18n_notice,es
"BBVA: cargo sospechoso de 184,20 €. Cancélelo ahora: bbva-uk.click",phishing,i18n_notice_twin,es
Flipkart – Your refund of C$49.99 for order K12419 has been issued to your original payment method.,ham,order_notice,en
(URSSAF) Your appointment at the Mexico City office is confirmed for 10/15 at 10:30. Bring photo ID.,ham,government_notice,en
URSSAF: a warrant has been issued in your name. Call +1 202 550 7923 immediately.,phishing,government_notice_twin,en
(Al Rajhi) reminder: your auto insurance payment of $780.00 is due Oct 3. Pay at alrajhibank.com.sa/myaccount.,ham,insurance_loan,en
Al Rajhi you are pre-approved for a $780.00 loan. Confirm your date of birth and card details to receive it today: https://rb.gy/k14685/claim Questions? Call the number on the back of your card.,phishing,insurance_loan_twin,en
"EPFO: your PF contribution of Rs.5,400 for Aug has been credited. Balance available at epfindia.gov.in.",ham,i18n_notice,hi
Receita Federal: sua declaração foi recebida. Nenhuma ação é necessária.,ham,i18n_notice,pt
LabCorp: you have a new test result. Sign in to labcorp.com to view it.,ham,appointment,en
Chronopost : votre colis a été livré à 11:15am et remis au gardien.,ham,i18n_notice,fr
Bupa: your appointment with Dr. Ahmed is confirmed for Sep 28 at 10:30am. Please arrive 10 minutes early.,ham,appointment,en
"Capital One Alert: Your EMI of C$2,399.00 for loan B37892 was debited on Oct 3. 17 EMIs remaining.",ham,insurance_loan,en
"*Capital One* you are pre-approved for a C$2,399.00 loan. Confirm your date of birth and card details to receive it today: capitalone.login-online.center/claim",phishing,insurance_loan_twin,en
Piraeus Bank Alert: Please confirm: £249.00 at IKEA on 10/15 18:00. Reply YES to approve or NO to decline. Msg&data rates may apply.,ham,bank_fraud_check,en
"*Argos* Good news, an air fryer is back in stock. Your backorder 345080 will ship Sep 25.",ham,order_notice,en
"Bank of America: We noticed a A$2.45 charge at LIDL in Mumbai. Reply YES if this was you, NO if not. We'll never ask for your PIN. Text STOP to end.",ham,bank_fraud_check,en
"PhonePe Alert: João paid you $2,150.00 ⛽. Transfer to your bank anytime in the app.",ham,p2p_payment,en
PHONEPE: Unusual login detected. Confirm your password and PIN here: https://rb.gy/h9641 Msg ID G27956.,phishing,p2p_payment_twin,en
Allianz: Your loan application #165-4641618-8553575 has been approved. The funds will be in your account by 09/30.,ham,insurance_loan,en
"(VK) Your recovery phone number was updated. If this wasn't you, review your security settings at online banking.",ham,account_security,en
Home Depot – Your order #679-1609297-3686077 was cancelled as requested. Any charge will be reversed within 5 days.,ham,order_notice,en
"ΔΕΗ: Ο λογαριασμός σας ύψους 72,18€ εκδόθηκε. Λήξη πληρωμής Mon 22 Sep. Πληρώστε στο dei.gr",ham,i18n_notice,el
XL: tagihan Anda Rp3.450.000 jatuh tempo 09/30. Bayar lewat aplikasi MyXL.,ham,i18n_notice,id
"PhonePe| Fatima requested 118,60€ ☕. Open the app to pay or decline.",ham,p2p_payment,en
رمز التحقق الخاص بك من الراجحي هو 31857686. لا تشاركه مع أحد.,ham,i18n_notice,ar
BNP Paribas – your EMI of £230.00 for loan RH822258825 was debited on 14 Oct. 10 EMIs remaining.,ham,insurance_loan,en
Barclays Alert: We've updated our privacy policy. Read it at our app. No action is needed.,ham,bank_account_service,en
WhatsApp: Your account is now protected with a passkey. You can sign in without a password on this device.,ham,account_security,en
"QNB a 92,41€ ATM withdrawal was made from account ending 7742 at 10:30am. Balance: $1.99. Thank you for banking with us.",ham,bank_card_txn,en
أرامكس: شحنتك 8419-36830 خرجت للتوصيل اليوم. تتبع عبر aramex.com,ham,i18n_notice,ar
أرامكس: شحنتك محتجزة في الجمارك. ادفع SAR 64.20 للإفراج عنها: aramex-au.digital/refund,phishing,i18n_notice_twin,ar
"PayPal: Sie haben 49,99€ von Ana erhalten. Der Betrag ist in Ihrem Guthaben.",ham,i18n_notice,de
PayPal: Ihr Konto wurde eingeschränkt. Bestätigen Sie Ihre Daten: http://app-paypal.site,phishing,i18n_notice_twin,de
mBank Notice: Your new card *9984 has been mailed and should arrive in 5-7 business days. Activate it in mbank.pl when it arrives. Reply STOP to opt out.,ham,bank_account_service,en
Reminder: your MOT appointment with Dr. Yilmaz is 10/02 at 2pm. Reply C to confirm or R to reschedule.,ham,appointment,en
Sparkasse Notice: Online banking will be unavailable Thursday 2:45pm-4pm for scheduled maintenance. We apologize for the inconvenience.,ham,bank_account_service,en
Sparkasse| Your statement has a problem. Complete verification within 24h at http://get-sparkasse.site/confirm or your account will be permanently closed. Reply STOP to opt out.,phishing,bank_account_service_twin,en
gov.gr: η αίτησή σας H17817 καταχωρήθηκε. Δεν απαιτείται καμία ενέργεια.,ham,i18n_notice,el
"ΑΑΔΕ: έχετε επιστροφή φόρου 14,99€. Δηλώστε ΙΒΑΝ εδώ: http://aadex.cn",phishing,i18n_notice_twin,el
"GCash: Ana paid you 780,00 € 🚕. Your balance is A$420.00. Msg ID 7402123297.",ham,p2p_payment,en
أبشر: تم تجديد رخصة القيادة بنجاح. رقم الطلب EM270343123.,ham,i18n_notice,ar
أبشر: لديك مخالفة غير مدفوعة بقيمة 92.41 ر.س. ادفع اليوم لتجنب الحجز: https://shorturl.at/c51684/pay,phishing,i18n_notice_twin,ar
From YouTube Premium: Your free trial ends Sep 28. You'll be charged A$230.00/month unless you cancel in the app.,ham,subscription_notice,en
3945 is your PhonePe OTP. Valid for 10 mins. Do not share with anyone. -SBI,ham,i18n_notice,hi
Your Amazon Fresh grocery delivery is arriving in 8 minutes.,ham,reservation_community,en
Your Amazon Fresh grocery delivery is arriving in 24 minutes.,ham,reservation_community,en
<#> JP4240 is your Zoom code. kJ2mN8pQ,ham,otp_code,en
Zoom: we sent you a code by mistake. Please reply with the code JP4240 to cancel the transaction.,phishing,otp_code_twin,en
"Vodafone: ο λογαριασμός σας 2399,00 € είναι διαθέσιμος στο My Cosmote. Λήξη Friday.",ham,i18n_notice,el
UPS We delivered your package to the mailroom at 14:00.,ham,delivery_notice,en
UPS - We could not deliver your package. Reschedule and pay the $85.12 redelivery fee: https://bit.ly/e70486,phishing,delivery_notice_twin,en
"Lydia : Lucy vous a envoyé 45,00 € pour le resto.",ham,i18n_notice,fr
Library: 2 items are due the 28th. Renew online or in the app.,ham,reservation_community,en
Spotify: your subscription has been cancelled as requested. You'll have access until 14 Oct.,ham,subscription_notice,en
Spotify Notice: your payment failed and your account is suspended. Update your card to restore access: spotify-eu.help,phishing,subscription_notice_twin,en
"Bouygues Telecom : votre facture de 142,00 € est disponible dans votre espace client. Prélèvement le Thursday.",ham,i18n_notice,fr
"mBank: transakcja 2,45 zł kartą ••5858 w Paypal *Ebay. Jeśli to nie Ty, zadzwoń pod numer z odwrotu karty.",ham,i18n_notice,pl
"(Santander) Did you attempt a £34.60 purchase at ZARA on today? Reply 1 for YES, 2 for NO.",ham,bank_fraud_check,en
From Nubank: A A$230.00 ATM withdrawal was made from account ••2501 at 10am. Balance: C$45.00.,ham,bank_card_txn,en
"Nubank| Unusual activity on card XX6323. Confirm your card number and pin at http://nubank-seattle.ml/login or a fee of 312,45€ will be charged.",phishing,bank_card_txn_twin,en
46218451 is your Bradesco verification code. It expires in 5 minutes.,ham,otp_code,en
"Strava Notice: Your password was changed. If you didn't do this, go to strava.com right away.",ham,subscription_notice,en
Strava: Your payment failed and your account is suspended. Update your card to restore access: https://goo.su/h21463 Ref D50580.,phishing,subscription_notice_twin,en
"Amazon: your Amazon account was used to sign in on a new iPhone 15. If you didn't sign in, change your password at the app.",ham,account_security,en
Amazon: Unusual sign-in detected. Confirm your card number and pin to keep your account: https://v.gd/a25672/confirm Text STOP to end.,phishing,account_security_twin,en
*Lydia* Ben requested C$129.90 for the tickets. Open the app to pay or decline.,ham,p2p_payment,en
Hermes Your parcel is running late and will now arrive Sep 28. Sorry for the delay.,ham,delivery_notice,en
"Your interview with Marriott is confirmed for Sep 28 at 4pm. Reply if you need to reschedule. - Liam, Recruiting",ham,reservation_community,en
"Bizum: Arjun te ha enviado 420,00€. Ya está en tu cuenta.",ham,i18n_notice,es
UNICREDIT: your card payment due date is Saturday. Minimum due $199.00. Pay at unicredit.it or the UniCredit app. Questions? Call the number on the back of your card.,ham,insurance_loan,en
UniCredit - Your policy has lapsed due to a failed payment. Reinstate within 24h: https://tinyurl.com/z53143 Manage alerts in the app.,phishing,insurance_loan_twin,en
PlayStation Plus Alert: Your download of your playlist is ready for offline listening.,ham,subscription_notice,en
(Poste Italiane) Your driver Yuki is 5 stops away. Estimated arrival noon. Manage alerts in the app.,ham,delivery_notice,en
SEGURIDAD SOCIAL: we will never contact you by text asking for bank details. Report suspicious messages to 60599.,ham,government_notice,en
iFood: seu pedido do Habib's está a caminho com Pierre. Chega em 14 min.,ham,i18n_notice,pt
ΔΕΗ Notice: your account is in credit by $118.60. We'll apply it to your next bill.,ham,utility_bill,en
[ΔΕΗ] Your bill of $118.60 is unpaid. Your supply will be cut off tomorrow unless you pay here: δεη-leeds.digital/unlock Manage alerts in the app.,phishing,utility_bill_twin,en
Lloyds Pharmacy: your lab results are ready. Your doctor will call to discuss them by Mon 22 Sep.,ham,appointment,en
Booking.com - two-step verification is now on for your account. You'll be asked for a code when you sign in on a new device. Thank you for banking with us.,ham,account_security,en
"Vodafone: 199,00 TL tutarındaki faturanız hazır. Son ödeme tarihi Oct 3. Uygulamadan ödeyebilirsiniz.",ham,i18n_notice,tr
