id,pool,text,label
a00016,ads_spam,முதல் வாரம் இலவசம்! உங்கள் செலுலாருக்கு இந்த Nokia டோனை தமிழில் பெற விரும்பினால் NOKIA என்ற டெக்ஸ்ட் செய்க 8007 என்னும் எண்ணுக்கு அனுப்பவும். டெக்ஸ்டின் மூலம் உங்கள் நண்பர்களுக்கு சொந்தமாக அவர்கள் இதை சொல்லுங்கள் www.getzed.co.uk POBox 36504 W45WQ சாதாரணமாக 150பெ/டோன் 16+.,spam
a00017,ads_spam,ЧАСТНЫЙ! Ваш выписка по счету 2004 года для 078498****7 показывает 786 неиспользованных бонусных баллов. Для их получения звоните по номеру 08719180219 Идентификационный код: 45239 Истекает 06.05.05.,spam
a00018,ads_spam,"Solo OGGI!!! Con soli mille soldi, puoi ottenere immediatamente 200 MB validi per 3 giorni. Basta rispondere a questo SMS digitando yA4. Affrettati a comprare ora TL049B",spam
a00019,ads_spam,"மிலா, வயது 23, பிளாண்டு, யூகேயில் புதியவள். யூகே ஆண்களுடன் பார்க்க உடனே தேவை. நீங்கள் என்னுடன் இருந்து விளக்கத்தை பெற விரும்பினால் MTALK ஐ 69866 க்கு உரை அனுப்பவும். ஒரு தொடக்கம் 5 உடைந்து.  1 முறை 30pp மாதம் £1.50 கூடியே. உதவி 08718728876",spam
a00020,ads_spam,Страховая премия по жизни увеличивается с возрастом. Купите страхование на сумму 1 Кр сейчас и заплатите 5390 рупий вместо 5603 после вашего дня рождения. Примените rml.lu/KQgkgv32.,spam
a00021,ads_spam,Il premio dell'assicurazione sulla vita aumenta con l'età che avanza. Acquista ora un'assicurazione sulla vita di 1 Cr e paga Rs5390 invece di Rs5603 dopo il tuo compleanno. Applica su rml.lu/KQgkgv5,spam
a00022,ads_spam,"Hatte Ihr Vertrags-Mobiltelefon bereits 11 Monate? Die neuesten Modelle von Motorola, Nokia usw. sind alle KOSTENLOS! Doppelte Gesprächsminuten und SMS bei Orange-Tarifen. TEXT JA für einen Rückruf, nein, um aus den Aufzeichnungen entfernt zu werden.",spam
a00023,ads_spam,"Для вашего шанса выиграть £250 наличными каждую неделю отправьте текст: ДЕЙСТВИЕ на 80608. Условия на www.movietrivia.tv служба поддержки 08712405022, 1х150р/нед.",spam
a00024,ads_spam,"Grazie per il tuo acquisto di un videoclip da LookAtMe!, ti è stato addebitato 35p. Pensi di poter fare di meglio? Perché non invii un video in MMSto 32323.",spam
a00025,ads_spam,¡WhatsApp gratis todo el día! Simplemente compra Internet diario 100MB por Rp1500. Responde a este SMS escribiendo JR para comprar. N091,spam
a00026,ads_spam,"JA! Der einzige Ort in der Stadt, um spannende erwachsene Singles zu treffen, ist jetzt im Vereinigten Königreich. Sende jetzt CHAT an 86688! 150p/Nachricht.",spam
a00027,ads_spam,காதலர் தின சிறந்த சிறப்பு! எங்கள் வினர்கள் கிழிய மோசமான சுவாரஸ்யம் செய்து கொள்ளுங்கள் மற்றும் உங்கள் உடன் ஆட்குயிர்க்கு போகலாம்! இப்போது 83600 க்கு GO அனுப்பவும். 150p/msg பெறப்படும். CustCare:08718720201.,spam
a00028,ads_spam,"Hallo, Dein Geburtstag steht bald an. Es ist Zeit, einen 1-Cr-Tarif für 5390 Rs zu kaufen, anstatt nach dem Geburtstag 5603 Rs zu zahlen. Klicke rml.lu/Cvs559Y34.",spam
a00029,ads_spam,Apakah Anda ingin mendapatkan Ponsel Warna Nokia 3510i baru yang akan dikirim besok? Dengan 200 menit GRATIS ke nomor ponsel manapun + 100 pesan teks GRATIS + kamera video GRATIS. Balas atau hubungi 08000930705.,spam
a00030,ads_spam,С 88066 потеряно £12 ПОМОГИТЕ,spam
a00031,ads_spam,جولة المزاد الرابعة. أعلى عرض حاليًا هو 54 جنيهًا إسترلينيًا. العرض الأقصى التالي هو 71 جنيهًا إسترلينيًا. للمزايدة، أرسل BIDS مثلاً 10 (للمزايدة بمقدار 10 جنيهات إسترلينية) إلى الرقم 83383. حظاً سعيداً.,spam
a00032,ads_spam,ඔබ දත්ත ලියාපදිංචා කල යුතුයි එක්ස්කිස් රටවල් අපේත් විදිහට https://tinyurl.com/8967,spam
a00033,ads_spam,"ආයුබවේවන්. දැන් ඔබට යුද්ධයක් සහා කරන්න, ඔබගේ ජංගම දුරකථනයේදී කැරොකේ සමඟ සංගීතවත් විය. නියමවියශීලී ලින්ක් සහා කිරීමට කෙදිපසම් SING සඳහා පිළිතුරු ලබාගන්න.",spam
a00034,ads_spam,"تخفيضات كبيرة 50% SINAR Blackberry -Z10 Rp.3,8jt -Dakota Rp 2,8jt -Tourch Rp 2jt -Davis Rp950 rb معلومات / رسائل نصية: -089664054777 -297CCFA7 www.snr-bb.blogspot.com",spam
a00035,ads_spam,Получите бесплатный усилитель мобильных данных при подключении каждого нового телефонного плана в MobileNet. Позвоните нам по телефону 800-555-0199 или посетите www.mobilenet.com,spam
a00036,ads_spam,سيلعب 8 Ball Pool رائع جداً، يمكنك استخدام قيمة الرصيد لشراء عملات الألعاب الأخرى، تحقق من الطريقة على http://tsel.me/jajanonline,spam
a00037,ads_spam,"Поздравляем, ВЫ ПОБЕДИЛИ. Вы - победитель нашего августовского розыгрыша приза в £1000. Позвоните сейчас по номеру 09066660100. Код приза 2309.",spam
a00038,ads_spam,URGEN Kami mencoba menghubungi Anda. Pengundian akhir pekan lalu menunjukkan bahwa Anda telah memenangkan hadiah ¬£1000 JAMINAN. Hubungi 09064017295 Kode klaim K52 Berlaku 12 jam 150p per menit,spam
a00039,ads_spam,"නිදහස් සංක්‍රමණයක නම්, වෙනත් තැනක් තෝරාගැනීමට කිසිදු අවධියක් නොමැති බැවින් උදාහරණය කරනවා.",spam
a00040,ads_spam,"okmail: Estimado Dave, esta es su última notificación para recoger sus vacaciones en Tenerife de 4 estrellas o #5000 en efectivo como premio. Llame al 09061743806 desde un teléfono fijo. Términos y condiciones. Consulte el apartado de correos 326 CW25WX a 150ppm.",spam
a00041,ads_spam,Sure! Saya akan membantu mengisi pulsa ke nomor tersebut. Berapa banyak pulsa yang Anda butuhkan?,spam
a00042,ads_spam,"Sehr lustig! Möchten Sie das Abenteuer von 8 verwirrten, scherzhaften und verrückten jungen Männern sehen, die von einer super hübschen Polizistin belagert werden? Schauen Sie sich einfach Comic8 auf Ihrem Handy an, nur 4400 pro 3 Stunden. Senden Sie FILM3 an 99677.",spam
a00043,ads_spam,"Ваш баланс наличных в данный момент составляет 500 фунтов - чтобы увеличить сумму наличных, отправьте CASH на 86688 всего за 150 р/сообщение. CC: 08718720201 PO BOX 114/14 TCR/W1",spam
a00044,ads_spam,رسالة رسمية من شركة 3Care Indonesia: تهانينا! رقم بطاقة SIM الخاص بك فاز رسميًا بالجائزة الثالثة برقم التعريف b8337h9. لمزيد من المعلومات حول الجائزة، انقر على الرابط: www.pesta-hadiah3.blogspot.com,spam
a00045,ads_spam,"¡Urgente! Por favor llama al 09066612661 desde tu teléfono fijo, tu vacaciones de lujo de 4* en Costa Del Sol o £1000 en EFECTIVO esperan ser recogidos. ppm 150 SAE T&Cs James 28, EH74RR",spam
a00046,ads_spam,Femmes au foyer ennuyées ! Discutez et rencontrez maintenant ! 0871750.77.11 ! Tarif national BT de 10p/min seulement depuis les lignes fixes !,spam
a00047,ads_spam,PT. MTRONIK Berkah isi ulang pulsa m.tronik no. Anda telah mendapatkan hadiah kedua dengan PIN pemenang (25e477r). Informasi lebih lanjut klik; www.undianmtronik75.blogspot.com,spam
a00048,ads_spam,Oferta de lealtad al cliente: ¡El NUEVO Nokia 6650 móvil desde SOLO £10 en TXTAUCTION! Envía la palabra: START al Nº 81151 y obtén el tuyo ¡Ahora! 4T&Ctxt TC 150p/MTmsg,spam
a00049,ads_spam,"Thank you for your recent Amazon purchase. You've been charged $108.34. If there has been a mistake, please call (167) 282-4356.",spam
a00050,ads_spam,"Herzlichen Glückwunsch! Sie haben entweder £500 an CD-Gutscheinen gewonnen oder erhalten kostenlosen Eintritt in unsere wöchentliche Verlosung von £100. Senden Sie den Text MUSIC an die Nummer 87066. Teilnahmebedingungen unter www.Ldew.com. 1 Gewinn pro Nachricht, 150p/SMS, ab 16 Jahren.",spam
a00051,ads_spam,"SMS. ac Blind Date 4U!: Rodds1 என்னுடன் பரிசு? 21/m Aberdeen, United Kingdom இலிருந்து. அவனை சரிபார்க்க http://img. sms. ac/W/icmb3cktz8r7!-4 நோ பரிசுகள் அனுப்பவில்லை மறைக்கு!",spam
a00052,ads_spam,"தினசரி Nokia 8800, PSP அல்லது ¬£250 பணம் வெல்ல வாய்ப்புக்கு இலவசமாக சேர்க்கை 4-க்கு gr8prizes வேகப்பல் போட்டிக்கு உள்நுழைக்க TXT GREAT இல் 80878 ஐ சம்பந்திக்கிறது http//www.gr8prizes.com 08715705022",spam
a00053,ads_spam,"MEGA PRIMA TAMA PROMO DISCON 20-50% Blackberry dacota rp. 2.700.000 onyx 2 rp. 1,8 iphon,ipad Laptop, Camera, DLL INFO www.megaprimatama.com PIN BB 2A9EA404

MEGA PRIMA TAMA PROMO DISCON 20-50% Blackberry DACOTA rp. 2,700,000 onyx 2 rp. 1.8, iphon, ipad Laptop, Camera, DLL INFO www.megaprimatama.com PIN BB 2A9EA404",spam
a00054,ads_spam,"Lo siento, soy la Sra. Nur, ya vi la tierra en Tanjung Api-api y me parece perfecta. Por favor, contacten a mi esposo, el Sr. H. SULAIMAN en el número de teléfono 08xxxxxx para discutir el precio, ya que estoy ocupada con un evento. Gracias.",spam
a00055,ads_spam,"Vous avez gagné un Nokia 7250i. Voici ce que vous obtenez lorsque vous remportez notre enchère GRATUITE. Pour participer, envoyez Nokia au 86021 maintenant. HG/Suite342/2Lands Row/W1JHL 16+",spam
a00056,ads_spam,معلومات رسمية للسيد/السيدة الفاضل(ة)، مبروك! رقمك هو الفائز رقم 2 في حزب تعبئة 3كير. رقم الدبوس: 25e477r تم سحبه أمس في الساعة 22:30 على قناة SCTV. لمزيد من المعلومات حول جائزتك، يرجى زيارة www.tricare16.blogspot.com.,spam
a00057,ads_spam,Die Lebensversicherungsprämie steigt mit zunehmendem Alter. Kaufen Sie jetzt eine Lebensversicherung in Höhe von 1 Cr und zahlen Sie Rs5390 anstelle von Rs5603 nach Ihrem Geburtstag. Registrieren Sie sich hier rml.lu/KQgkgv4.,spam
a00058,ads_spam,"Срочная награда в размере £500 до сих пор не была получена! Позвоните по номеру 09066368327 СЕЙЧАС. Дата закрытия 04/09/02, код запроса M39M51. £1.50 за звонок. Дополнительная информация с мобильного устройства будет удалена. MobyPOBox734LS27YF.",spam
a00059,ads_spam,"Mau Cepat GIFT Paket/Extra Kuota Internet & ga mau ribet isi ulang Pulsa? Download aja aplikasi myCare, smuanya jadi mudah. Install di http://bit.ly/mycarepLy",spam
a00060,ads_spam,"449050000301 ¡Has ganado un premio de ¬£2,000! Para reclamarlo, llama al 09050000301.",spam
a00061,ads_spam,ඔබගේ නිපෝල් පවුරය 2 සඳහා ඔබගේ නිපෝල් උගත කිරීම් හිතවත් වීමෙන් සිටීමට 1 වන ප්‍රභව ගුවන්චි එකක් භාවිතා කරන්න. ඔබගේ විවෘත නිපෝල් උගත කිරීමේ ස්ථානය වෙනුවෙන් 08704439680 ඇමතුමට අවශ්‍ය වචන 1st class x 2 හිතවීමට කෙසේදැයි ඉල්ලුම් කරන්න.,spam
a00062,ads_spam,தயவுசெய்து 9 மணி முதல் 11 மணி வரை FREEPHONE 0808 145 4742 என்ற எண்ணைத் தொடர்ந்து எங்கள் வாடிக்கை உதாரண அமைந்துள்ள நோக்கம் உள்ளது என்பதை அறிய முகவரி நோக்கிவிருகிறது!,spam
a00063,ads_spam,"නවතම ""හැරී පොටර් සහ කස්තෘතියා (පොටඅර් 5)"" ලිපිය ජනන්දාගේම හොද ලේකම්කරු වෙනුවෙන්ද ඉප කරන්න HARRY - 5 විතර ප්‍රශෝධතාවයක් - ක්‍රියාත්මකාලි සද්ධුටින්ගේද සිරිසකසකට!",spam
a00064,ads_spam,இன்றுகூடிய விளையாட்டுக்காக அதிகாரபூர்வ ENGLAND பாலி ரிங்டோன் அல்லது நிறம் கொள்கைத்தொலைபேசியில் பெறுக! உரை TONE அல்லது FLAG ஐ 84199 க்கு அனுப்பவும். இன்னைக்குச் செயலிக்கு இலக்கணம் ENG STOP Box39822 W111WX என்ற முடிவை அனுப்புக. வாங்கி பொருள் Â£1.50,spam
a00065,ads_spam,HMV BONUS SPECIAL 500 livres de bons d'achat HMV authentiques à gagner. Répondez simplement à 4 questions faciles. Jouez maintenant ! Envoyez HMV au 86688 Plus d'infos: www.100percent-real.com,spam
a00066,ads_spam,"Grazie per il tuo recente acquisto su Amazon. Ti sono stati addebitati $108,34. Se c'è stato un errore, ti preghiamo di chiamare il numero (900) 438-4356.",spam
a00067,ads_spam,لن تصدق ولكنها حقيقية. إنها نصوص لا تصدق! ارسل G الآن لتتعلم أشياء مذهلة حقًا ستفجر عقلك. من O2FWD فقط 18 بنس/نص,spam
a00068,ads_spam,"Mensaje gratuito: ¡Jamster! ¡Obtén el sonido del Crazy Frog ahora! Para texto polifónico MAD1, para texto real MAD2 al 88888. ¡6 sonidos locos por solo 3 GBP/semana! ¡Solo para mayores de 16 años! Se aplican términos y condiciones.",spam
a00069,ads_spam,Бесплатный вход на первую неделю в TEXTPOD для шанса выиграть iPod на 40 ГБ или £250 наличными каждую неделю. Отправьте VPOD на 81303. Условия и положения на www.textpod.net. Служба поддержки 08712405020.,spam
a00070,ads_spam,BONO ESPECIAL DE HMV ¡500 libras esterlinas en vales de HMV auténticos para ganar! Simplemente responda 4 preguntas fáciles. ¡Juega ahora! Envía HMV al 86688 Más información: www.100percent-real.com,spam
a00071,ads_spam,"Vente estivale ! Achetez-en un, obtenez-en un gratuitement sur tous les vêtements de plage chez TrendyStyles. Faites vos achats dès maintenant sur www.trendystyles.com/sale23",spam
a00072,ads_spam,"கடைசி வாய்ப்பு! இன்று உங்களுக்கு மதிப்புள்ள £150 வரவு வவ்சேர்களை கிடைக்கலாம்! இன்று உடன் YES என்று திருப்புக! சேவாமொப், உற்சாகம் செயலிகள் அனுப்பும்! பி. ஓ. பி. க. 84, என். 26 3 யூ ஜெட் சப்ஸ்க்ரிப்ஷன்- £3.00 மட்டும் 16",spam
a00073,ads_spam,"ПОКУПКИ ОНЛАЙН Скидка 50% BB Dakota 2,8 тыс. рупий BB Onyx3 2,2 тыс. рупий BB Z10 3,5 тыс. рупий И ДРУГИЕ, Информация/смс: 085775102735 ПИН-код: BB.2A03F3F2 Или Нажмите: www.jaya-olshop.blogspot.com",spam
a00074,ads_spam,"හලි සහන්න, ඔයාට ඉගෙනගත හැකිය 2 VIP දාවනගතයේ A තිකෙට් 2 C Blu සම්බන්දය කොන්සර්ට් සති වීමට නොවන්නත් රැඳේ රුපියල් කෝල් 09061104276 කළඹාට TS&Cs www.smsco.net පමණයි ණබ්.ෆිගුර් කුපම අටවන්න €3.75අතුලත් කළේකළේ හානිඤහටපු෨ැ.",spam
a00075,ads_spam,"தயவுசெய்து, உங்கள் 3Care எண் வெற்றிகரமாக தேர்ந்தெடுக்கப்பட்டுள்ளது மதிப்பிடும் பரிசு செக் ரூ.45லட்சம் 3care வாய்ப்பு திரையரசி செய்திகள்: 7711CA88 தகவல் கிளிக்: www.tricare2016.jimdo.com",spam
a00076,ads_spam,"Vous avez GAGNÉ un prix garanti de £1000 en espèces ou un prix de £2000. Pour réclamer votre prix, appelez notre service clientèle au",spam
a00077,ads_spam,wamma get laid?want real doggin locations sent direct to your mobile? join the UKs largest dogging network. txt dogs to 69696 now!nyt. ec2a. 3lp Â£1.50/msg.,spam
a00078,ads_spam,More people are dogging in your area now. Call 09090204448 and join like minded guys. Why not arrange 1 yourself. There's 1 this evening. AÂ£1.50 minAPN LS278BB,spam
a00079,ads_spam,"සුබාදාත්යා, ඔබ නිවැරදිව M-PULSA සාමාන්‍යුවේ වාස්ම කේත D303-111 සම්බන්ධකරු ලෙස ලියාපදිංචි 1234 ඔබගේ සාලෝ Rp.0.-  හි ඒකක් ඔබට වර්ගයක් එකතු කිරීම සදහා INFO ටයික් ඇගය කිරිමක් +6287820008358 හෝ වෙනත් පිළිබඳව සන්දත්මය පරිවර්තනය කරන්න.",spam
a00080,ads_spam,"Бесплатное сообщение: 1 месяц безлимитных бесплатных звонков! Активируйте SmartCall. Отправьте текст: ЗВОНОК на номер: 68866. Подписка3gbp/нед. безлимитные звонки. Помощь: 08448714184. Остановить? - отправьте текст ""стоп"" только для стационарного телефона.",spam
a00081,ads_spam,"ЧАСТНОЕ! Ваша выписка по счету 2004 года для 07742676969 показывает 786 неиспользованных бонусных баллов. Чтобы получить их, позвоните по номеру 08719180248 Идентификационный код: 45239. Срок действия истекает.",spam
a00082,ads_spam,Вот номер счета: 5829-01-012786-534. BRI на имя Андики Септиана.,spam
a00083,ads_spam,Вы должны отправить деньги налоговой службе прямо сейчас по ссылке https://tinyurl.com/8955,spam
a00084,ads_spam,يجب عليك إرسال الأموال للضرائب الفيدرالية الآن على الرابط: https://tinyurl.com/8922,spam
a00085,ads_spam,හවුල බෝනස් ස්පේ‍ඩල් 500 රුපියලයි ප්‍රිනාවන්හි ඇත. කොටස් 4 ක් සෝසන් කිරීමට. දැනුම්දුන්ගේ දැනොමු: ටිම වර්​.www.100percent-real.com,spam
a00086,ads_spam,"Dies ist das 2. Mal, dass wir versucht haben, Sie zu kontaktieren. Sie haben den 750-Pfund-Preis gewonnen. Die Einlösung ist einfach, rufen Sie JETZT 08712101358 an! Nur 10p pro Minute. BT-Nationaltarif.",spam
a00087,ads_spam,"БЕСПЛАТНЫЙ НЕОГРАНИЧЕННЫЙ ХАРДКОРНЫЙ ПОРНО непосредственно на ваш мобильный. Отправьте текст ПОРНО на 69200 и получите БЕСПЛАТНЫЙ доступ на 24 часа, затем оплата 50 пенсов в день. Отправьте стоп 2 выйти. Это сообщение бесплатное.",spam
a00088,ads_spam,"Offizielle Nachricht von PT.Tricare: Ihre Nummer wurde ausgewählt, um den Gewinn eines Honda Jazz-Autos zu erhalten. Gewinner-PIN: 454647LM. Für weitere Informationen klicken Sie auf: www.hadiah-tricaretbk2016.jimdo.com",spam
a00089,ads_spam,HMV BONUS SPECIAL - 500 Pfund echte HMV-Gutscheine zu gewinnen. Beantworten Sie einfach 4 einfache Fragen. Jetzt spielen! Senden Sie HMV an 86688 Weitere Informationen: www.100percent-real.com,spam
a00090,ads_spam,"SMS. ac sun0819 veröffentlicht HALLO: ""Du scheinst cool zu sein, wollte einfach mal hallo sagen. HALLO!!!"" Stop? Sende STOP an 62468",spam
a00091,ads_spam,Премия по страхованию жизни растет с возрастом. Купите страхование на сумму 1 кр и оплатите 5390 рупий вместо 5603 после вашего дня рождения. Заявите по ссылке rml.lu/KQgkgv10,spam
a00092,ads_spam,"Obtén el tono de 3 Leones de Inglaterra, responde leónm 4 mono o leónp 4 poli. Para más opciones visita www.ringtones.co.uk, el original y el mejor. Tonos a 3GBP, se aplican tarifas de operador de red.",spam
a00093,ads_spam,500 messages texte gratuits. Il suffit d'écrire ok au 80488 et nous créditerons votre compte.,spam
a00094,ads_spam,"TU VAS AUX BAHAMAS ! Appelez GRATUITEMENT au 08081560665 et parlez à un opérateur en direct pour réclamer soit une croisière aux Bahamas ou 2000 livres en espèces. Réservé aux plus de 18 ans. Pour refuser, envoyez X par SMS au 07786200117",spam
a00095,ads_spam,"නොකියා හෝ මොටෝරොලා නැවත 12 මාසයක් 1/2 මිල සහාය, 500 නොලකාමී කාමර x-නෙට් සහාය සහ 100 බ්ලූතෂත් මින්/මාස නොගැනීම නොකොලුව*. 08001950382 එකෙන් Mobileupd8 එක අප ඇමතුම් කරන්න හෝ 2optout / D3WV කරන්න.",spam
a00096,ads_spam,URGENT! Votre numéro de téléphone portable a été récompensé d'un prix de 2000 livres GARANTI. Appelez le 09061790121 à partir d'une ligne terrestre. Réclamez 3030. Valable 12 heures seulement 150ppm,spam
a00097,ads_spam,"BITTE STOPPEN - bootydelious (32/F) lädt Sie ein, ihr Freund zu sein. Antwort JA-434 oder NEIN-434 Sehen Sie sie: www.SMS.ac/u/bootydelious STOP? Senden Sie STOP FRND an 62468",spam
a00098,ads_spam,Offre exclusive : Obtenez 50% de réduction sur votre prochain achat chez SuperShoes. Visitez www.supershoes.com/offers. Désabonnez-vous sur bit.ly/com37397.,spam
a00099,ads_spam,"Продается билет на SUPER JUNIOR на 28/29 апреля и на LADY GAGA на 3 июня, цена Gold=2,25 млн, tribun3=1,25 млн, для получения информации звоните по номеру 0853-9937-1888 или посетите lady-ticket.webs.com.",spam
a00100,ads_spam,"என் அழைப்பு குறியீடை பயன்படுத்துங்கள், nxmvf722ue, மற்றும் Rp75,000 வரை இலவச சவாரியைப் பெறுக. அதை https://www.uber.com/invite/nxmvf722ue இல் பொருத்துக.",spam
a00101,ads_spam,ඔබගේ අත්පත් cash & ක්‍රෙඩිට් මෝටෙර් ක්‍රිට් බරගේ ඉස්ටම්වා ටයිපේ සහ නම ඔපාසු. මේ තාක්ශණයේ 2004 හි ක්‍රිට් 2004 දක්වා තුල 50 ඒගයකින් ඉතාමිණිය සහිතව. ගානු 087739124242/085743146233 MS DEDIKTP වෙනුවෙන් දත්තව වැඩි වීඩක්ට හුරුදුවගෙුවයානෝඩොඊැඛය්.,spam
a00102,ads_spam,"I wonder if the link is supposed to be shortened based on the context. Let me know if you need help with anything else!""",spam
a00103,ads_spam,"ආනයන Nokia බස්, ඔබට 8007 වෙත TONE TITLE කියන්න. උපාංග TITLE වලින් එක යවන්න එපා TONE DRACULA ලෙස 8007 වෙත Titles: GHOST, ADDAMSFA, MUNSTERS, EXORCIST, TWILIGHT www.getzed.co.uk POBox36504W45WQ 150p",spam
a00104,ads_spam,"Спасибо за вашу недавнюю покупку на Amazon. Вам было списано $108.34. Если произошла ошибка, пожалуйста, позвоните по номеру (900) 438-4356.",spam
a00105,ads_spam,සුභදාවෙන් ඉන්දෝසැට්ඔරින්තූඩෙකට සියළුම බලපෑම් හා ආදරය වෙන්කල් තොරතුරු ලබාගැනීමට ස්තුතිදායී *900*8# ඇතුළු කරනු.,spam
a00106,ads_spam,"TheMob> ¡Hola, hola, hola! Aquí llega una nueva selección de descargas calientes para que nuestros miembros las obtengan GRATIS! Solo haz clic y abre el próximo enlace que se enviará a tu teléfono...",spam
a00107,ads_spam,நீங்கள் IRS உடன் நகர்த்தல் செய்ய வேண்டும் https://tinyurl.com/9012,spam
a00108,ads_spam,"Eleva tu móvil con una colección de Halloween de logos y mensajes de imagen de Nokia, además de un tono escalofriante GRATIS, envía un SMS con la palabra CARD SPOOK al 8007",spam
a00109,ads_spam,"Du bist ein Gewinner. Du wurdest speziell ausgewählt, um £1000 Bargeld oder einen 4* Urlaub (inklusive Flüge) zu erhalten. Sprich mit einem Live-Betreiber, um deinen Gewinn zu beanspruchen. 0871277810710p/min (18+).",spam
a00110,ads_spam,thesmszone.com ti permette di inviare messaggi anonimi e mascherati gratuitamente.. sto inviando questo messaggio da lì.. vedi il potenziale per abusi???,spam
a00111,ads_spam,Devi inviare i soldi all'IRS ADESSO su https://tinyurl.com/8956,spam
a00112,ads_spam,"У 447801259231 у вас есть тайный поклонник, который хочет связаться с вами-узнайте, кто они*Rазоблачите, кто считает вас таким особенным-позвоните по номеру 09058094597.",spam
a00113,ads_spam,Pendaftaran gratis dalam kompetisi mingguan untuk memenangkan tiket final Piala FA pada tanggal 21 Mei 2005. Kirimkan pesan dengan teks FA ke 87121 untuk menerima pertanyaan pendaftaran (tarif pesan standar berlaku) Syarat & Ketentuan berlaku 08452810075 untuk usia di atas 18 tahun.,spam
a00114,ads_spam,Se te ha concedido un City Break y podrías GANAR una racha de compras de verano de £200 cada semana. Envía un mensaje con la palabra TIENDA al 88039. SkilGme. Términos y condiciones en el número 087147403231. ¡Gana ahora! Para mayores de 16 años. Suscripción de £1.50 por semana.,spam
