text,label,pool
"cuota 1,5 GB, precio desde solo 32,5 mil, compra el paquete en *100*1# ¡Disfruta navegando en internet durante 30 días!",spam,ads_spam
¿Qué tal ponerse en contacto con personas que esperan compañía? ¡Solo envía un mensaje de texto con tu NOMBRE y EDAD para participar! Disfruta de la comunidad (150p/SMS),spam,ads_spam
احصل على آيس كريم دابل سكوب مجانًا / خصم 10% على آيس كريم هاغن دازز مع TCASH TAP! الشروط والأحكام مطبقة. لمزيد من المعلومات، قم بزيارة tsel.me/tappromo.,spam,ads_spam
"¡Singles sexys te están esperando! Envía tu EDAD seguida de tu GÉNERO como M o F, por ejemplo, 23F. Para hombres gays envía tu EDAD seguida de una G, por ejemplo, 23G.",spam,ads_spam
හිර සුමරි සුළු ගිල්ලන් සහිත විලුගල් නගරයේ අපේක්ෂු වහිනව. තාරු කරන්න www.trendystyles.com/sale3 අතින් දැන්ම මිලටම වර්ගයක් වලකින්න.,spam,ads_spam
මේ පණිවිඩය නිමකා දිය යුතුය. අන්තර්ජාලයෙන් හෝ වැඩුවද Sex & Dogging සමාවනේ සහ සුළු සංස්කරණයක්! මෙම සේවාවෙහෙන් අක්‍රීයව පිවිසෙන්නේ STOP හෝ වසන්ත කරන්න. msgs@150p 18+ බංඡානයකින්ද හැවිරෙන්න,spam,ads_spam
"Grande vente d'été! Achetez-en un, obtenez-en un gratuitement sur tous les vêtements de plage chez TrendyStyles. Magasinez maintenant sur www.trendystyles.com/sale17",spam,ads_spam
Oferta de fidelidad al cliente: ¡El NUEVO Nokia6650 Mobile desde SOLO ¬£10 en TXTAUCTION! Envía la palabra: START al Nº: 81151 y obtén el tuyo ¡Ahora! 4T&Ctxt TC 150p/MTmsg,spam,ads_spam
"Klopf Klopf Txt, wer ist da bei 80082, um an der wöchentlichen Verlosung eines £250-Geschenkgutscheins für ein Geschäft Ihrer Wahl teilzunehmen. AGBs www.tkls.com Altersbeschränkung 16 Jahre. Zum Beenden text stop. £1,50/Woche.",spam,ads_spam
"Gambar menarik Jordan untuk Hari St. George GRATIS HARI INI! Kirim SMS dengan teks PIC ke 89080 jangan lewatkan, setelah itu setiap minggu akan ada selebriti yang menarik! Untuk lebih banyak gambar kunjungi PocketBabe.co.uk 0870241182716 ¬£3/minggu",spam,ads_spam
¿Te apetece una cana? Yo si. ¿Interesado? sextextuk.com txt XXUK SUZY al 69876. Los mensajes de texto cuestan 1.50 por mensaje. Términos y condiciones en el sitio web. X,spam,ads_spam
"نغمة رنين مجانية، ما عليك سوى إرسال رسالة نصية تحتوي على \POLYS\"" إلى الرقم 87131. بعد ذلك، ستحصل كل أسبوع على نغمة جديدة. العمر المسموح به 16 سنة فقط. تكلفة الخدمة £1.50/أسبوع.""",spam,ads_spam
"Хотите оживить свой телефон новым звуком каждую неделю? Отправьте TONES2U в ответ на это сообщение. www.ringtones.co.uk, оригинальные и лучшие. Стоимость мелодий 3GBP + тариф вашего оператора.",spam,ads_spam
"Murah dan seru banget main gamesmu, pakai pulsa aja beli koinmu, cek caranya di http://tsel.me/jajanonline",spam,ads_spam
BEBAS ekspresikan dirimu bersama Paket Freedom Combo dari Indosat Ooredoo. Segera hub *123# atau www.indosatooredoo.com/freedom,spam,ads_spam
Heißer Sommerschlussverkauf! Beim Kauf eines Teils erhalten Sie ein zweites gratis für alle Strandkleidung bei TrendyStyles. Jetzt einkaufen unter www.trendystyles.com/sale45,spam,ads_spam
"Mensaje gratuito: ¡1 mes de llamadas ilimitadas gratis! Activa SmartCall Envía un mensaje de texto con: LLAMAR al Número: 68866. Suscripción: 3 GBP/semana llamadas ilimitadas Ayuda al: 08448714184 ¿Detener? enviar un mensaje de texto con la palabra ""detener"" solo línea fija",spam,ads_spam
"Yuk temen belanja di google play, mudah banget loh, pakai pulsa juga bisa, http://tsel.me/jajanonline",spam,ads_spam
Möchten Sie expliziten SEX in 30 Sekunden? Rufen Sie jetzt 02073162414 an! Kosten 20 Pence/pro Minute,spam,ads_spam
"GRATIS per la 1ª settimana! Suoneria Nokia n. 1 per il tuo cellulare ogni settimana, basta inviare un SMS con NOKIA al 8007. Inizia a inviare messaggi e informa i tuoi amici www.getzed.co.uk POBox 36504 W45WQ norm150p / suoneria 16+",spam,ads_spam
"Spesial untuk Anda! Paket Flash Volume Ultima, kuota 1,8GB/30hr, kuota lebih banyak! Harga mulai Rp60rb di *100*473#. Tarif&lokasi cek di tsel.me/FL",spam,ads_spam
"عرض خاص، حزمة بيانات 1.5 جيجابايت مع المكالمات الغير محدودة إلى أرقام Indosat فقط بسعر 20 ألف روبية لمدة أسبوع. سجّل الآن بكتابة ""YA"" وإرسالها إلى 929. ساري اليوم RTX1.",spam,ads_spam
"Bienvenido a UK-mobile-date. Este mensaje es GRATIS y le ofrece llamadas gratuitas al 08719839835. Los mensajes futuros se facturarán a 150p diarios. Para cancelar, envíe ""go stop"" al 89123.",spam,ads_spam
"HOT LIVE FANTASIES දැනටම නරක කරනවා 08707509020 දෙක 20 තත්ත්වයකි NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870..k",spam,ads_spam
* GRATUIT * SONNERIE POLYPHONIQUE Texte SUPER au 87131 pour obtenir votre SONNERIE POLY GRATUITE de la semaine maintenant ! 16 SN PoBox202 NR31 7ZS abonnement 450pw,spam,ads_spam
"C'est trop drôle ! Voulez-vous voir l'action de 8 jeunes hommes confus, taquins et hilarants encerclés par une superbe policière ? Regardez simplement Comic8 sur votre téléphone portable pour seulement 4400/3hr. Tapez FILM3 au 99677",spam,ads_spam
FreeMsg: Ciao - Sono Buffy. 25 anni e adoro soddisfare gli uomini. A casa da sola e mi sento vogliosa. Rispondi 2 per vedere le mie foto! QlynnBV Help08700621170150p a msg Invia stop per interrompere i messaggi,spam,ads_spam
Dating site: Meet local singles for FREE! Sign up: bit.ly/123,spam,ads_spam
"New Mobiles from 2004, MUST GO! Txt: NOKIA to No: 89545 & collect yours today! From ONLY ¬£1. www.4-tc.biz 2optout 087187262701.50gbp/mtmsg18 TXTAUCTION.",spam,ads_spam
أحدث صور مباشرة إلى هاتفك!! انظرني وأنا أشتاق وأغرور لك فقط xx ارسل كلمة PICS إلى الرقم 89555 الآن! تكلفة الرسالة 150 بنس، شركة النصوص g696ga 18 XxX,spam,ads_spam
Invia un logo al tuo amore - 2 nomi uniti da un cuore. Testo AMORE NOME1 NOME2 NUMEROTELEFONICO es. AMORE ADAM EVA 07123456789 al 87077 Yahoo! CasellaPostale36504W45WQ SmsNO per niente pubblicità 150p,spam,ads_spam
"8007 GRATUIT pour la 1ère semaine ! Sonnerie Nokia n°1 pour votre mobile chaque semaine, envoyez simplement NOKIA par SMS au 8007. Commencez à envoyer des messages à vos amis et informez-les sur www.getzed.co.uk POBox 36504 W4 5WQ coût normal 150p/tonalité 16+",spam,ads_spam
"Freemsg: 1 மாதம் வரை இலவச அழைக்கோள்! ஸ்மார்ட்கால் செயலிக்கின்றது, கடிதம்: CALL என்ற குறியீட்டை 68866 எண்ணிற்கு அனுமதிக்கவும். சந்தாவாயவோ: 3GBP/வாரம் எடுத்துக்கொள்ளும் அழைக்கோள்கள் உதவி: 08448714184 நிறுத்த: உறுதிசெய்ய? டெக்ஸ்ட் நிறுத்து landlineonly",spam,ads_spam
Il y a de plus en plus de personnes qui se promènent dans votre région maintenant. Appelez le 09090204448 et rejoignez des hommes partageant les mêmes idées. Pourquoi ne pas en organiser un vous-même. Il y en a un ce soir. Â£1.50 minAPN LS278BB,spam,ads_spam
"Голодные геи чувствуют голод и готовы к этому прямо сейчас. Звоните 08718730555 всего 10 пенсов в минуту. Чтобы отписаться от рассылки сообщений, позвоните по номеру 08712460324 (10 пенсов в минуту).",spam,ads_spam
28/29 ஏப்ரல் அன்பு ஜூனியர் வரவேற்கப்படும் டிக்கெட் விற்கப்படுகின்றது மற்றும் 03 ஜூன் முதல் லேடி காகாவரையாக டிக்கெட் விற்கப்படுகிறது. Gold=2.25 மில்லியன் tribun3=1.25 மில்லியன் தகவல் பெற; 0853-9937-1888 lady-ticket.webs.com,spam,ads_spam
عرض حصري: احصل على خصم 50٪ على مشترياتك القادمة من SuperShoes. قم بزيارة www.supershoes.com/offers. يمكنك إلغاء الاشتراك عبر bit.ly/com37399,spam,ads_spam
"Vous ne le croirez pas, mais c'est vrai. Ce sont des textes incroyables ! Répondez G maintenant pour découvrir des choses vraiment étonnantes qui vont vous épater. Uniquement à partir d'O2FWD à 18p/txt",spam,ads_spam
ඔබගේ ප්‍රාදර්ශයෙන් අලුත් තාත්තා‌ඇත - ඔබට පිහිටුවන් සාදන්න DATE බැවින් සිටවීමට! 18 කට වඩා www.flirtparty.us සමහරවීම S150,spam,ads_spam
Offerta Esclusiva: Ottieni il 50% di sconto sul tuo prossimo acquisto su SuperShoes. Visita www.supershoes.com/offers. Annulla l'iscrizione su stopmsgs.com,spam,ads_spam
"Lanjutkan dengan bermain game Anda sekarang, dan beli koinnya dengan pulsa Anda, cek caranya di http://tsel.me/jajanonline",spam,ads_spam
"Наслаждайтесь интернетом, общением, Facebook и просмотром видео в течение 30 дней до 1,5 ГБ всего за 30 тысяч рупий. Приобретите пакет по *100*1#",spam,ads_spam
Appelez l'Allemagne pour seulement 1 centime par minute! Appelez d'une ligne fixe via le numéro d'accès 0844 861 85 85. Pas de prépaiement. Accès direct! www.telediscount.co.uk,spam,ads_spam
"Присоединяйтесь к дакваху, способ: наберите IKUT [пробел] AkuCintaIslam и отправьте на 082110001021.",spam,ads_spam
Die Lebensversicherungsprämie steigt mit zunehmendem Alter. Kaufen Sie jetzt eine Lebensversicherung über 1 Cr und zahlen Sie Rs5390 anstelle von Rs5603 nach Ihrem Geburtstag. Beantragen Sie unter rml.lu/KQgkgv23,spam,ads_spam
No. 1 Nokia Klingelton für dein Handy jede Woche! Sende einfach NOK an 87021. 1. Klingelton KOSTENLOS! Also fang jetzt an zu schreiben und erzähle es deinen Freunden. 150p pro Klingelton. Bei Fragen antworte mit HL.,spam,ads_spam
உங்கள் அடுத்த வாங்கலில் 50% தள்ளுபடி பெறவும் SuperShoes இல். பார்வை கொள்ள www.supershoes.com/offers. செயலாக்கம் ரத்து செய்ய bit.ly/com37389,spam,ads_spam
¡Tu servicio de tonos de llamada ha cambiado! ¡25 créditos gratis! ¡Ve a club4mobiles.com para elegir contenido ahora! ¿Quieres detenerlo? Envía CLUB STOP al 87070. 150p/semana Club4 PO Box1146 MK45 2WT,spam,ads_spam
دخول مجاني للأسبوع الأول لفرصة للفوز بـ iPod سعة 40 غيغابايت أو 250 جنيه إسترليني نقدًا كل أسبوع. أرسل كلمة POD إلى 84128. الشروط والأحكام على www.textpod.net خدمة العملاء 08712405020.,spam,ads_spam
Эксклюзивное предложение: получите скидку 50% на ваш следующий заказ в магазине SuperShoes. Посетите www.supershoes.com/offers. Отказаться от подписки можно по ссылке bit.ly/com37379.,spam,ads_spam
دخول مجاني إلى مسابقة gr8prizes الأسبوعية لفرصة للفوز بأحدث هواتف نوكيا 8800، بي إس بي، أو 250 جنيه إسترليني نقدًا كل أسبوع. أرسل GREAT إلى 80878 http//www.gr8prizes.com 08715705022,spam,ads_spam
Votre service de sonneries a changé! 25 crédits gratuits! Rendez-vous sur club4mobiles.com pour choisir du contenu dès maintenant! Arrêter? Envoyez CLUB STOP au 87070. 150p/sem Club4 PO Box1146 MK45 2WT,spam,ads_spam
"1000 flirtent MAINTENANT ! Envoyez FILLE ou GARÇON & votre NOM & ÂGE, par exemple FILLE ZOE 18 au 8007 pour participer et discuter !",spam,ads_spam
"Получите скидку 30% на пан-пиццу Domino's! Толстый хлеб с сыром, прочувствуйте вкус до самого края! Начиная с Rp45500. Посетите ближайший магазин/позвоните по телефону 1500366/Нажмите panpizza.co.id",spam,ads_spam
Telepon Jerman hanya dengan biaya 1 sen per menit! Telepon dari telepon tetap melalui nomor akses 0844 861 85 85. Tidak ada pembayaran di muka. Akses langsung!,spam,ads_spam
"EASTENDERS TV-Quiz. Mit welcher BLUME vergleicht sich DOT? D= VEILCHEN E= TULPE F= LILIE Texten Sie D E oder F an 84025 JETZT, um die Chance auf den GEWINN von £100 Bargeld zu erhalten WKENT/150P16+",spam,ads_spam
احصل على نغمة الرنين الأولى مجانًا الآن! ارد على هذه الرسالة بكتابة كلمة TONE. 20 نغمة رائعة تصلك إلى هاتفك أسبوعيًا فقط بسعر 1.50 جنيه إسترليني في الأسبوع. للإلغاء ارسل STOP على الرقم 08452810071 16.,spam,ads_spam
"À la fin du mois, il est crucial de rester connecté! Surfez sur internet avec un volume de 900 Mo/30 h avec Ultima. À partir de 35 000 Rp sur *100*471#. Vérifiez les tarifs et les emplacements sur tsel.me/fl",spam,ads_spam
болельщики спорта - получите последние спортивные новости на свой мобильный бесплатно на одну неделю ПЛЮС получите БЕСПЛАТНЫЙ звонок. Отправьте SMS с текстом SPORT ON на номер 8007 или посетите www.getzed.co.uk. Стоимость SMS/минуты может быть определена оператором.,spam,ads_spam
"PROMO: மை டெல்கோம்செல் பயன்பாட்டில் முதல் 1.3 ஜிபி ஆர்ட்டுக் பேக் வாங்கவும், உடன் மேலாண்மை அழைப்பு வரை 100 நிமிஷம்/1 மணிநேரம் பெறுக. வேண்டும், விளம்பரம் எண்ணெயும்! சீர் மற்றும் விதிகள்",spam,ads_spam
"Stanco degli appuntamenti al buio? Prova SPEEDCHAT, manda SPEEDCHAT al 80155, se non ti piacciono, manda SWAP e ottieni un nuovo interlocutore! Chat80155 POBox36504W45WQ 150p/msg rcd 16",spam,ads_spam
أرسل شعارًا لحبيبك - اسمين متصلين بقلب. أرسل كلمة LOVE اسم1 اسم2 رقم الموبايل، مثال: LOVE آدم حواء 07123456789 إلى 87077. ياهو! صندوق بريد 36504W45WQ. أرسل كلمة NO لعدم تلقي إعلانات. السعر 150 ب.ش.,spam,ads_spam
"Untuk kesempatan memenangkan perjalanan belanja senilai ¬£250 setiap minggu, KETIK: SHOP ke 80878. Syarat & Ketentuan www.txt-2-shop.com Layanan pelanggan 08715705022, 1x biaya pesan 150p/mgg",spam,ads_spam
Il est temps de passer au réseau 4G LE PLUS RAPIDE. Échangez votre carte au point de vente IndosatOoredoo Jl.Jend Soedirman-Purwokerto et obtenez une prime de Rp25 000 (pour les appels/SMS vers IndosatOoredoo).,spam,ads_spam
هل لديك ما يلزم للمشاركة في رالي WRC في أوستراليا؟ يمكنك ذلك مع لوكوزيد إنرجي! ارسل كلمة RALLY LE إلى 61200 (25 بنس)، اطلع على العبوات أو lucozade.co.uk/wrc وقد تكون أنت!,spam,ads_spam
"3 TEXTOS DE TAROT GRATIS! Descubre acerca de tu vida amorosa ahora! PRUEBA 3 GRATIS! Envía el texto CHANCE al 85555 16 solamente! Después de los 3 gratuitos, cada mensaje cuesta £1.50",spam,ads_spam
Warner Village 83118 C Ada Colin Farrell di film SWAT akhir pekan ini di Warner Village & dapatkan 1 gratis popcorn ukuran medium! cukup tunjukkan pesan dan tiket di kios. Berlaku 4-7/12. Syarat dan ketentuan berlaku di kios. Balas SONY untuk penawaran film lainnya.,spam,ads_spam
Offre limitée: 79% de réduction sur tout!,spam,ads_spam
هل لديك ما يلزم للمشاركة في رالي الدوري العالمي للراليات في أستراليا؟ يمكنك ذلك مع لوكوزيد إنرجي! قم بإرسال كلمة RALLY LE إلى 61200 (25 بنسًا)، شاهد العبوات أو قم بزيارة موقع lucozade.co.uk/wrc وقد تكون أنت الرابح!,spam,ads_spam
توكو جايا بي بي،،، تخفيض 50٪ على أنواع مختلفة من بلاكبيري: جيميني بسعر 900 ألف، تورتش بسعر 2.5 مليون، داكوتا بسعر 2.8 مليون. نوكيا وسامسونج. لمزيد من المعلومات، قم بالنقر على www.jayabb.com,spam,ads_spam
¡Santa llamando! ¿Les gustaría a sus pequeños recibir una llamada de Santa en Nochebuena? Llama al 09077818151 para reservar tu horario. Llamadas a 1.50ppm con duración de 3 minutos y 30 segundos. Términos y condiciones en www.santacalling.com.,spam,ads_spam
Il premio dell'assicurazione sulla vita aumenta con l'età che avanza. Acquista ora un'assicurazione sulla vita di 1 Cr e paga Rs5390 anziché Rs5603 dopo il tuo compleanno. Applica rml.lu/KQgkgv29,spam,ads_spam
Back 2 work 2morro half term over! Can U C me 2nite 4 some sexy passion B4 I have 2 go back? Chat NOW 09099726481 Luv DENA Calls ¬£1/minMobsmoreLKPOBOX177HP51FL,spam,ads_spam
Хотите новый видеотелефон? 750 минут на любое время и сеть? НЕОГРАНИЧЕННЫЕ СМС? Видеокамера? Ответьте или позвоните сейчас по номеру 08000930705 для доставки в субботу утром,spam,ads_spam
Double Mins & Double Txt & 1/2 price Linerental sur les derniers mobiles Bluetooth Orange. Appelez MobileUpd8 pour les toutes dernières offres. 08000839402 ou call2optout/LF56,spam,ads_spam
"Хотите сегодня заняться сексом? Хотите получить реальные места для доггинга прямо на свой мобильник? Присоединяйтесь к крупнейшей сети доггинга в Великобритании, отправив сообщение с текстом GRAVEL на номер 69888! Нт. Ec2a. 31p. Msg@150p.",spam,ads_spam
Entrata gratuita in un concorso settimanale per avere la possibilità di vincere un iPod. Invia un messaggio con la scritta POD al 80182 per partecipare (tariffa standard per i messaggi) Si applicano le condizioni generali. Chiama il 08452810073 per ulteriori dettagli. 18+,spam,ads_spam
Participation GRATUITE à notre concours hebdomadaire de 250 £ il suffit de texte le mot GAGNER au 80086 MAINTENANT. 18 T&C www.txttowin.co.uk,spam,ads_spam
Prêts pour tout objectif même si vous avez un mauvais crédit! Locataires Bienvenue. Appelez NoWorriesLoans.com au 08717111821,spam,ads_spam
උසාවි වසර සහිත විසස් විලාස සහිත සිල්කූවක් සිරුරට දෙනෙකු සහිත දෙකම එකතු දැන් TrendyStyles ොහ සේනැ. දෘත වෙබ් අඩවශ් www.trendystyles.com/sale14 ේ මොයි.,spam,ads_spam
"FREE2DAY image sexy de la Jordanie pour la Saint-Georges ! Envoyez PIC au 89080, ne manquez pas, puis chaque semaine une célébrité coquine ! Pour plus de photos, allez sur PocketBabe.co.uk 0870241182716 £3/semaine",spam,ads_spam
Penawaran Eksklusif: Dapatkan diskon 50% untuk pembelian selanjutnya di SuperShoes. Kunjungi www.supershoes.com/offers. Berhenti langganan di bit.ly/com37392,spam,ads_spam
أثبت كفاءة استخدام أرقو للبقاء في باندونج مع GrabCar بخصم يصل إلى ٢٠٪. دعونا نجتمع ونتحقق من ذلك معًا!,spam,ads_spam
Горячая летняя распродажа! Купите одно и получите второе бесплатно на всю пляжную одежду в TrendyStyles. Покупайте сейчас на www.trendystyles.com/sale44,spam,ads_spam
විශේෂ හෝඩට: SuperShoes හි ඔබේ ඊළඟ මිල මාරු අදාලව එඩි% 50 ලබාගන්න. www.supershoes.com/offers වෙත පිවිසෙන්න. bit.ly/com37399 වෙත ඉවත් වෙන්න.,spam,ads_spam
وفّر المال عند شراء ملابس داخلية لحفل الزفاف على الموقع www.bridal.petticoatdreams.co.uk. اختر من بين مجموعة رائعة مع خدمة التوصيل الوطني. تقدم لكم WeddingFriend.,spam,ads_spam
"GRATIS selama 1 minggu! Nada dering Nokia eksklusif untuk ponsel Anda setiap minggu, cukup kirim SMS NOKIA ke 8007. Mulailah SMS dan beritahu teman Anda www.getzed.co.uk POBox 36504 W45WQ harga normal 150p/nada dering, 16+",spam,ads_spam
Apakah kamu masih ingat dengan Warkop DKI? Dapatkan Nada Sambung Pribadi-nya GRATIS dengan akses ke *600# dan nikmati promo gratis lainnya sesuai dengan hobi kamu!,spam,ads_spam
تزيد قيمة الاشتراك في التأمين على الحياة مع زيادة العمر. اشترِ تأمين حياة بقيمة 1 كرو من الآن وادفع 5390 روبية بدلاً من 5603 بعد عيد ميلادك. قم بالتقديم على rml.lu/KQgkgv36,spam,ads_spam
3 رسائل تاروت مجانية! اعرف المزيد عن حياتك العاطفية الآن! جرب 3 مرات مجاناً! ارسل كلمة CHANCE إلى 85555، تحت 16 عاماً فقط! بعد 3 مرات مجانية، الرسائل تكلف 1.50 جنيه لكل رسالة.,spam,ads_spam
Варнер Виллидж 83118 C Колин Фаррелл в SWAT на этот уикенд @Warner Виллидж и получите 1 бесплатный средний попкорн! Просто покажите сообщение + билет @киоск. Действительно с 4 по 7 декабря. См. условия и положения @киоск. Ответьте SONY 4 дополнительных фильмовых предложений,spam,ads_spam
"கோரக்கால விற்பனை! அருகிலுள்ள TrendyStyles உடைச்சைகளில் ஒன்றை வாங்குக, ஒன்று இலவசம். இப்போது ஷாப்பில் செல் பண்ணுக at www.trendystyles.com/sale40",spam,ads_spam
"FANTAISIES CHAUDES EN DIRECT appelez maintenant 08707509020 Seulement 20p par minute NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870..k",spam,ads_spam
Warner Village 83118 C Colin Farrell in SWAT questo fine settimana @ Warner Village e ottieni 1 pop corn medio gratuito! Mostra solo il messaggio + biglietto@chiosco. Valido 4-7/12. Consulta i termini e le condizioni @chiosco. Rispondi SONY per ulteriori offerte cinematografiche.,spam,ads_spam
صورة جوردان الجريئة في يوم سانت جورج! أرسل كلمة PIC إلى الرقم 89080 لا تفوت الفرصة، ثم كل أسبوع ستحصل على صورة جديدة لمشاهير مثيرة! لمزيد من الصور قم بزيارة PocketBabe.co.uk أو اتصل على 0870241182716 بتكلفة £3 أسبوعياً.,spam,ads_spam
"TOKO JAYA BB,,, sconto del 50% su diversi modelli di BLACKBERRY Gemini 900 mila, Torch 2,5 jt, Dakota 2,8 jta NOKIA& SAMSUNG, Per informazioni clicca su www.jayabb.com",spam,ads_spam
مخصص للذين يحبون تصفح الإنترنت! فقط 10 روبية، يمكنك التصفح لمدة أسبوع (كمية البيانات 1.5 جيجابايت). اسرعوا، ارسل OKE إلى 919. العرض ساري حتى 30/09/2015 لهذا الرقم فقط.,spam,ads_spam
Utilisez rapidement votre carte de crédit pour demander un prêt de 20 à 250 millions avec du cashback. Intéressé ? Contactez Bintang au 021-27450166. Merci.,spam,ads_spam
"30,000 ரூபாய் தள்ளுபடி புதிய பயணிகளுக்கு கிராப் இல் பாண்டூங் மாநகரில். மூன்று முறை செயல்பாட்டு: குறியீடு URANGBANDUNG. ஊரில் சேர்ந்து நிராவரமாக ஓடும் மற்றும் பொருத்தமாக பார்க்கவில்லை, வாங்க என்கிறார்!",spam,ads_spam
"WERBUNG: Kaufe das Flash-Paket ab 1 GB in der MY TELKOMSEL APP und erhalte EXTRA 2GB 4G LTE-Datenvolumen und EXTRA 100 Minuten Anrufzeit. Beeil dich, überprüfe es auf tsel.me/mytsel1 Bedingungen gelten.",spam,ads_spam
சூடான கோடை விற்பனை! அனைத்து கடற்கலவைகளுக்கும் ஒருவேளை ஒருத்தரும் இலவசம் TrendyStyles இல் கொள்க. இப்போது ஷாப் ஸ்டைல்ஸ் இல் www.trendystyles.com/sale12,spam,ads_spam
"MEGA PRIMA TAMA PROMO DISCON 20-50% BlackBerry Dakota rp. 2.700.000 оникс 2 rp. 1,8 айфон, айпад Ноутбук, Камера, DLL INFO www.megaprimatama.com PIN BB 2A9EA404",spam,ads_spam
Telefoni cellulari con videocamera gratuiti con affitto della linea a metà prezzo per 12 mesi e 500 minuti tra reti diverse e 100 messaggi di testo. Chiama MobileUpd8 al 08001950382 oppure Chiama2OptOut/674&,spam,ads_spam
"Квартиры бизнес-резиденс ""Lokasi Emas-ASIA AFRIKA"" в Бандунге. Цена предварительного запуска, прибыль 140%, доходность 10% в год. Возможен отпуск оплаты на 2 года. Торопитесь забронировать с 21 декабря по 3 января. www.hquarters.co.id 085794074188",spam,ads_spam
"Kostenlose Teilnahme am gr8prizes-Wettbewerb, um die neueste Nokia 8800, PSP oder £250 Bargeld jede Woche zu gewinnen. SMS GREAT an 80878 http//www.gr8prizes.com 08715705022",spam,ads_spam
"Hola urang minang, hay pegatinas geniales en el Grupo Line Urang Kampuang MINANG GUY, compra con pulsar Telkomsel",spam,ads_spam
"INFORMATION. UNSECURED CASH LOAN 20 - 250 MILLION, INTEREST 1.50%, REQUIREMENTS CARDHOLDER PROCESS 3 WORKING DAYS CALL. FIRLI 021 93417219",spam,ads_spam
Quiz Sunshine ! Gagnez un super enregistreur DVD Sony si vous pouvez nommé la capitale de l'Australie? Texte MQUIZ au 82277. B,spam,ads_spam
Die Lebensversicherungsprämie steigt mit zunehmendem Alter. Kaufen Sie jetzt eine Lebensversicherung von 1 Cr und zahlen Sie Rs5390 anstatt Rs5603 nach Ihrem Geburtstag. Bewerben Sie sich unter rml.lu/KQgkgv22.,spam,ads_spam
تخفيضات صيفية حارة! احصل على قطعة واحدة مجاناً عند شراء قطعة واحدة من جميع ملابس الشاطئ في ترندي ستايلز. تسوق الآن على www.trendystyles.com/sale5,spam,ads_spam
"Ciao, se stai cercando un divertimento piccante durante il giorno con una donna sposata con un seno prosperoso, sono libera per tutta la prossima settimana. Chatta ora per organizzare l'appuntamento al 09099726429. JANINExx Chiamate a ¬£1/minuto. Maggiori dettagli su MobsmoreLKPOBOX177HP51FL",spam,ads_spam
هل ترغب في الحصول على أحدث هاتف فيديو؟ 750 دقيقة في أي وقت على أي شبكة؟ نصف سعر إيجار الخط؟ الرد أو الاتصال على الرقم 08000930705 للتسليم غدًا.,spam,ads_spam
Die Lebensversicherungsprämie steigt mit zunehmendem Alter. Kaufen Sie jetzt eine Lebensversicherung über 1 Cr und zahlen Sie Rs5390 anstelle von Rs5603 nach Ihrem Geburtstag. Bewerben Sie sich unter rml.lu/KQgkgv6.,spam,ads_spam
"Chicos gays hambrientos con hambre y dispuestos, ahora. Llama al 08718730555 por solo 10p/min. Para detener los textos, llama al 08712460324 (10p/min).",spam,ads_spam
"SMS. Ac Blind Date 4U!: Rodds1 adalah pria berusia 21 tahun dari Aberdeen, Inggris Raya. Cek Profilnya di http://img.sms.ac/W/icmb3cktz8r7!-4, tidak ada Blind Dates, kirim HIDE.",spam,ads_spam
"INDOMARCOCELL menawarkan menjadi agen PULSA MKIOS 1CHIP untuk semua operator dengan harga; V.5=4000, V.10=8000, V.20=16000, Cara bergabung ketik: DAFTAR kirim ke 08977628977 #Melukiskan rasa ku tentang kita..",spam,ads_spam
"J'aimerais vous raconter mes fantasmes les plus sombres. Appelez-moi au 09094646631 pour seulement 60p/min. Pour arrêter les messages, appelez le 08712460324 (tarif national)",spam,ads_spam
مدينة بلاكبيري للبيع: بلاكبيري بخصم 40% - داكوتا 2.5 مليون روبية، تورش 2 2.2 مليون روبية، أونيكس 3 2.1 مليون روبية، ديفيس 1.3 مليون روبية، جيميني 3G 1.1 مليون روبية. لمزيد من المعلومات، يرجى الاتصال بالسيدة أنيتا على الرقم 081315277257 أو عبر الـBBM: 29762D76.,spam,ads_spam
"Partecipa gratuitamente a un concorso settimanale per avere la possibilità di vincere un iPod. Invia il testo POD al 80182 per partecipare (costo normale di un SMS). Si applicano Termini e Condizioni, chiama il 08452810073 per maggiori dettagli. Per maggiori di 18 anni.",spam,ads_spam
"Doble minutos y 1000 mensajes de texto en tarifas de Orange. ¡Últimos modelos de Motorola, SonyEricsson y Nokia con Bluetooth GRATIS! Llama a MobileUpd8 al 08000839402 o llama para optar por no recibir más mensajes / HF8.",spam,ads_spam
Aficionados al deporte: recibe las últimas noticias deportivas en tu móvil 1 semana GRATIS MÁS un TONO GRATIS. Envía SPORT ON al 8007 www.getzed.co.uk 0870141701216+ norm 4txt/120p,spam,ads_spam
Бесплатное участие в 1-й неделе 2 TEXTPOD для шанса выиграть iPod на 40 ГБ или £250 наличными каждую неделю. Отправьте SMS с текстом POD на 84128 Условия и положения: www.textpod.net служба поддержки клиентов 08712405020.,spam,ads_spam
Doppelte Minuten & doppelte SMS & 1/2 Preis Linerental auf den neuesten Orange Bluetooth-Handys. Rufen Sie MobileUpd8 für die neuesten Angebote an. 08000839402 oder call2optout/LF56.,spam,ads_spam
